	0
突然出现头晕	[['突然出现头晕', '突然出现', '头晕', 3.13992947599909e-05], ['突然出现头晕', '突然', '出现头晕', 0.00046648769968754127]]
突然出现右侧腰部疼痛	[['突然出现右侧腰部疼痛', '突然', '出现右侧腰部疼痛', 0.0016649323621227888], ['突然出现右侧腰部疼痛', '突然出现', '右侧腰部疼痛', 0.002551020408163265]]
突然出现右下腹部疼痛	[['突然出现右下腹部疼痛', '突然', '出现右下腹部疼痛', 0.0011634056054997356], ['突然出现右下腹部疼痛', '突然出现', '右下腹部疼痛', 0.0035807291666666665]]
突然出现上腹部疼痛	[['突然出现上腹部疼痛', '突然出现', '上腹部疼痛', 0.0005052860696517413], ['突然出现上腹部疼痛', '突然', '出现上腹部疼痛', 0.0014714204867006225]]
突然出现	[['突然出现', '突然', '出现', 6.850323115826655e-05]]
突然全身皮肤出现风团样皮疹	[['突然全身皮肤出现风团样皮疹', '突然', '全身皮肤出现风团样皮疹', 0.0034739454094292804]]
突变杂合子	[['突变杂合子', '突变', '杂合子', 0.024193548387096774]]
突发眩晕	[['突发眩晕', '突发', '眩晕', 0.0005390302400909922]]
突发性	[['突发性', '突发', '性', 1.9062142584826536e-05], ['突发性', '突', '发性', 0.0025101214574898786]]
突出现双目凝视	[['突出现双目凝视', '突', '出现双目凝视', 0.0016578249336870027], ['突出现双目凝视', '突出现', '双目凝视', 0.025]]
突出现	[['突出现', '突出', '现', 2.6270548823289578e-06], ['突出现', '突', '出现', 1.5952525284752577e-05]]
穿心莲过敏	[['穿心莲过敏', '穿心莲', '过敏', 0.00039093041438623924]]
穿刺活检	[['穿刺活检', '穿刺', '活检', 0.0004650297619047619]]
穿刺术	[['穿刺术', '穿刺', '术', 9.69743987587277e-05]]
空腹胰岛素	[['空腹胰岛素', '空腹', '胰岛素', 0.0016414187726955947]]
空腹痛甚	[['空腹痛甚', '空腹', '痛甚', 0.00040973911868072454], ['空腹痛甚', '空腹痛', '甚', 0.024544534412955465]]
空腹痛	[['空腹痛', '空腹', '痛', 1.2652025953100837e-06], ['空腹痛', '空', '腹痛', 1.2498847762471896e-05]]
稽留流产一次	[['稽留流产一次', '稽留流产', '一次', 2.030353789147759e-05]]
稳定斑块	[['稳定斑块', '稳定', '斑块', 0.0012422360248447205]]
稳定型	[['稳定型', '稳定', '型', 0.0002398139044101777]]
稍苍白	[['稍苍白', '稍', '苍白', 0.00023239600278875203]]
稍肿胀	[['稍肿胀', '稍', '肿胀', 1.7093670783497897e-05], ['稍肿胀', '稍肿', '胀', 0.0040178571428571425]]
稍肿痛	[['稍肿痛', '稍', '肿痛', 6.058451944359177e-06], ['稍肿痛', '稍肿', '痛', 2.1666594444685183e-05]]
稍缓解	[['稍缓解', '稍', '缓解', 5.065587485466117e-05]]
稍红肿	[['稍红肿', '稍', '红肿', 1.917600104911283e-05], ['稍红肿', '稍红', '肿', 0.0025186870328241795]]
稍粘痰	[['稍粘痰', '稍', '粘痰', 0.00012895144057180753]]
稍突起	[['稍突起', '稍', '突起', 0.0005916414904330313]]
稍突出	[['稍突出', '稍', '突出', 6.294058408862034e-05]]
稍烦躁	[['稍烦躁', '稍', '烦躁', 2.1140348854193092e-05]]
稍消退	[['稍消退', '稍', '消退', 3.033281160897366e-05]]
稍模糊	[['稍模糊', '稍', '模糊', 0.00013732491073880802]]
稍有咳嗽	[['稍有咳嗽', '稍有', '咳嗽', 9.367414485207715e-07]]
稍改善	[['稍改善', '稍', '改善', 4.0682906811379893e-05]]
稍拖尾	[['稍拖尾', '稍', '拖尾', 0.0005307422225851229]]
稍干结	[['稍干结', '稍', '干结', 2.9049500348594004e-05], ['稍干结', '稍干', '结', 0.0009874917709019092]]
稍好转	[['稍好转', '稍', '好转', 7.006331861560204e-05], ['稍好转', '稍好', '转', 0.012024353120243532]]
稍增大	[['稍增大', '稍', '增大', 2.345611829389578e-05]]
稍增多	[['稍增多', '稍', '增多', 1.8857998305681383e-05]]
稍受限	[['稍受限', '稍', '受限', 3.472583949716984e-05]]
稍升高	[['稍升高', '稍', '升高', 3.171052328128964e-05]]
稍加重	[['稍加重', '稍', '加重', 7.334808224500639e-06]]
稍减轻	[['稍减轻', '稍', '减轻', 0.0001000095714681896], ['稍减轻', '稍减', '轻', 0.0042217042217042216]]
稍减少	[['稍减少', '稍', '减少', 2.8553533269471668e-05], ['稍减少', '稍减', '少', 0.00013058019730246586]]
稍偏高	[['稍偏高', '稍', '偏高', 1.7049368150416347e-05]]
稍伴腰痛	[['稍伴腰痛', '稍伴', '腰痛', 0.008843431072600995]]
程度较重	[['程度较重', '程度', '较重', 0.0007780587434351293]]
程度较轻	[['程度较轻', '程度', '较轻', 0.016881827209533268]]
程度较剧烈	[['程度较剧烈', '程度', '较剧烈', 0.00035504159058632583]]
程度较前	[['程度较前', '程度', '较前', 0.0001353816337000513]]
程度轻微	[['程度轻微', '程度', '轻微', 0.00023135057323530925], ['程度轻微', '程度轻', '微', 0.0007239382239382239]]
程度轻	[['程度轻', '程度', '轻', 0.0005966779551685212]]
程度强烈	[['程度强烈', '程度', '强烈', 0.009433962264150943]]
程度剧烈	[['程度剧烈', '程度', '剧烈', 0.001857079185856485]]
程度中等	[['程度中等', '程度中', '等', 0.00019180830972615674], ['程度中等', '程度', '中等', 0.015330188679245283]]
程度中	[['程度中', '程度', '中', 3.248889285975357e-05]]
稀软便	[['稀软便', '稀', '软便', 0.0003243243243243243]]
稀薄白色	[['稀薄白色', '稀薄', '白色', 0.0018625442354255914]]
稀薄痰	[['稀薄痰', '稀薄', '痰', 3.157529128206208e-05]]
稀薄液体	[['稀薄液体', '稀薄', '液体', 0.0769047619047619]]
稀糊状	[['稀糊状', '稀', '糊状', 0.00010847457627118644]]
稀白色	[['稀白色', '稀', '白色', 2.607561929595828e-05], ['稀白色', '稀白', '色', 0.00025297242600556537]]
稀白痰	[['稀白痰', '稀白', '痰', 1.8731104997833437e-05], ['稀白痰', '稀', '白痰', 3.7105751391465674e-05]]
稀烂水样便	[['稀烂水样便', '稀烂', '水样便', 5.2353084157582783e-05], ['稀烂水样便', '稀烂水样', '便', 0.002901554404145078]]
稀烂水样	[['稀烂水样', '稀烂', '水样', 4.1776329531687346e-05]]
稀烂样便	[['稀烂样便', '稀烂', '样便', 0.0003991333105257156]]
稀烂或水样便	[['稀烂或水样便', '稀烂或水样', '便', 0.0007676069852235655]]
稀烂大便	[['稀烂大便', '稀烂', '大便', 2.7267231332074367e-06]]
稀烂便	[['稀烂便', '稀烂', '便', 0.0009633953491761585], ['稀烂便', '稀', '烂便', 0.0026466466466466467]]
稀水样便	[['稀水样便', '稀', '水样便', 0.00017134416543574594], ['稀水样便', '稀水样', '便', 0.0007825993091537133], ['稀水样便', '稀水', '样便', 0.3918918918918919]]
稀水样	[['稀水样', '稀', '水样', 0.000506930693069307], ['稀水样', '稀水', '样', 0.025098039215686273]]
移植胚胎	[['移植胚胎', '移植', '胚胎', 0.0007426968146558838]]
移植肾区疼痛	[['移植肾区疼痛', '移植', '肾区疼痛', 0.1390562248995984], ['移植肾区疼痛', '移植肾', '区疼痛', 0.24776386404293382]]
移植肾功能稳定	[['移植肾功能稳定', '移植', '肾功能稳定', 0.008268367587999054], ['移植肾功能稳定', '移植肾功能', '稳定', 0.024154589371980676]]
移植肾功能恢复良好	[['移植肾功能恢复良好', '移植肾功能恢复', '良好', 0.017361111111111112], ['移植肾功能恢复良好', '移植肾功能', '恢复良好', 0.034722222222222224]]
移植肾功能恢复	[['移植肾功能恢复', '移植肾功能', '恢复', 0.004422332780541736]]
移植肾功能	[['移植肾功能', '移植', '肾功能', 0.0006950880444856349], ['移植肾功能', '移植肾', '功能', 0.0020852641334569047]]
移植肾	[['移植肾', '移植', '肾', 0.0006106296531153856]]
移植术	[['移植术', '移植', '术', 2.180950333529619e-05]]
移植失败	[['移植失败', '移植', '失败', 9.4974492564854e-05]]
移植冻胚	[['移植冻胚', '移植', '冻胚', 0.00030501753850846426]]
移植两个胚胎	[['移植两个胚胎', '移植', '两个胚胎', 0.004016064257028112]]
移植两	[['移植两', '移植', '两', 0.00015546055188495918]]
积水扩张	[['积水扩张', '积水', '扩张', 0.0012222804260520342]]
秒后缓解	[['秒后缓解', '秒后', '缓解', 0.00018713275197425054], ['秒后缓解', '秒', '后缓解', 0.00019571769679414412]]
科治疗	[['科治疗', '科', '治疗', 3.3515658515658513e-05]]
科就诊	[['科就诊', '科', '就诊', 0.0002288002288002288]]
科医院住院	[['科医院住院', '科医院', '住院', 0.0029940119760479044]]
科医院	[['科医院', '科', '医院', 0.0010131712259371835]]
科住院治疗	[['科住院治疗', '科住院', '治疗', 8.79786036036036e-05], ['科住院治疗', '科', '住院治疗', 0.00032526671870934166]]
科住院	[['科住院', '科', '住院', 0.000380191996958464]]
种植失败	[['种植失败', '种植', '失败', 0.0013513513513513514]]
种植修复	[['种植修复', '种植', '修复', 0.0031746031746031746]]
秋冬季节	[['秋冬季节', '秋冬', '季节', 0.0391304347826087]]
神经系统	[['神经系统', '神经', '系统', 0.0007135721421435707]]
神疲食少	[['神疲食少', '神疲', '食少', 0.004593088071348941]]
神疲倦怠	[['神疲倦怠', '神疲', '倦怠', 0.000849702604088569]]
神疲乏力	[['神疲乏力', '神疲', '乏力', 0.0005055081310505985]]
神智清	[['神智清', '神智', '清', 0.00039494470774091627]]
神智不清	[['神智不清', '神智', '不清', 0.005116959064327485]]
神志逐渐转	[['神志逐渐转', '神志', '逐渐转', 0.02280701754385965]]
神志较前	[['神志较前', '神志', '较前', 0.00011925584353633328]]
神志转	[['神志转', '神志', '转', 0.0013968997837058399]]
神志渐	[['神志渐', '神志', '渐', 0.000399860048982856]]
神志清醒	[['神志清醒', '神志清', '醒', 0.007283582089552239], ['神志清醒', '神志', '清醒', 0.0075364467506795155]]
神志清楚	[['神志清楚', '神志', '清楚', 0.52046783625731]]
神志清晰	[['神志清晰', '神志', '清晰', 0.005159958720330237]]
神志清	[['神志清', '神志', '清', 0.00111415980710069]]
神志淡漠	[['神志淡漠', '神志', '淡漠', 0.012145748987854251]]
神志欠清	[['神志欠清', '神志', '欠清', 0.02017543859649123]]
神志模糊	[['神志模糊', '神志', '模糊', 0.013716108452950558]]
神志改变	[['神志改变', '神志', '改变', 0.007550521874306018]]
神志恢复	[['神志恢复', '神志', '恢复', 0.0015710919088766694]]
神志异常	[['神志异常', '神志', '异常', 0.00017825311942959]]
神志变差	[['神志变差', '神志', '变差', 0.00341130604288499]]
神志不清	[['神志不清', '神志', '不清', 0.10841797476146507]]
神倦乏力	[['神倦乏力', '神倦', '乏力', 0.00011599304041757494]]
社区卫生	[['社区卫生', '社区', '卫生', 0.008410428931875526]]
社区医院就诊	[['社区医院就诊', '社区医院', '就诊', 0.0009009009009009009], ['社区医院就诊', '社区', '医院就诊', 0.003403289846851957]]
社区医院	[['社区医院', '社区', '医院', 0.0020757654385054488]]
社会因	[['社会因', '社会', '因', 0.000910766561856229]]
示通畅	[['示通畅', '示', '通畅', 4.66198794338195e-05]]
示输卵管通畅	[['示输卵管通畅', '示', '输卵管通畅', 0.00016045698148326433]]
示排卵正常	[['示排卵正常', '示', '排卵正常', 3.994354645434453e-05]]
示双侧输卵管通畅	[['示双侧输卵管通畅', '示', '双侧输卵管通畅', 8.715629913436364e-06]]
磺胺过敏史	[['磺胺过敏史', '磺胺过敏', '史', 0.00010165628826886434], ['磺胺过敏史', '磺胺', '过敏史', 0.0003332558319770596]]
磺胺过敏	[['磺胺过敏', '磺胺', '过敏', 0.00013797544037161386]]
磺胺类过敏史	[['磺胺类过敏史', '磺胺类过敏', '史', 5.201019399802361e-05], ['磺胺类过敏史', '磺胺类', '过敏史', 0.0002288329519450801]]
磺胺类过敏	[['磺胺类过敏', '磺胺类', '过敏', 0.00018517756470927123], ['磺胺类过敏', '磺胺', '类过敏', 0.002291825821237586]]
磺胺类药物	[['磺胺类药物', '磺胺类', '药物', 0.00020861894259998807], ['磺胺类药物', '磺胺', '类药物', 0.0006932065755595167]]
磺胺类	[['磺胺类', '磺胺', '类', 0.001202417492010252]]
碳酸氢钠	[['碳酸氢钠', '碳酸氢', '钠', 0.125]]
碳酸氢	[['碳酸氢', '碳酸', '氢', 0.14285714285714285]]
碘酒过敏	[['碘酒过敏', '碘酒', '过敏', 0.00011497953364301155]]
碘造影剂	[['碘造影剂', '碘', '造影剂', 0.006578947368421052]]
碘过敏	[['碘过敏', '碘', '过敏', 0.00024690341961236165]]
确诊支气管扩张	[['确诊支气管扩张', '确诊', '支气管扩张', 0.0008563207891852393]]
确诊慢性阻塞	[['确诊慢性阻塞', '确诊', '慢性阻塞', 0.0013485812924803108]]
确诊慢性肾衰竭尿毒症	[['确诊慢性肾衰竭尿毒症', '确诊', '慢性肾衰竭尿毒症', 0.0010351966873706005], ['确诊慢性肾衰竭尿毒症', '确诊慢性肾衰竭', '尿毒症', 0.007389162561576354]]
确诊慢性肾衰竭	[['确诊慢性肾衰竭', '确诊', '慢性肾衰竭', 0.00021417862497322766]]
确诊慢性肾功能不全	[['确诊慢性肾功能不全', '确诊', '慢性肾功能不全', 3.497286105981758e-05]]
硬膜下	[['硬膜下', '硬膜', '下', 0.001692828562634657]]
硬联合	[['硬联合', '硬', '联合', 0.005387931034482759]]
硬化斑	[['硬化斑', '硬化', '斑', 0.0019774011299435027]]
硝酸甘油针	[['硝酸甘油针', '硝酸甘油', '针', 0.00017941242431038348]]
硝酸甘油片	[['硝酸甘油片', '硝酸甘油', '片', 8.550906396077984e-05]]
砸伤头部	[['砸伤头部', '砸伤', '头部', 0.0008784773060029283]]
破宫产一胎	[['破宫产一胎', '破宫产', '一胎', 0.02127659574468085]]
破伤风针过敏	[['破伤风针过敏', '破伤风针', '过敏', 0.0004811451253984483], ['破伤风针过敏', '破伤风', '针过敏', 0.00922722029988466]]
破伤风针	[['破伤风针', '破伤风', '针', 0.0014005602240896359]]
破伤风疫苗	[['破伤风疫苗', '破伤风', '疫苗', 0.00130718954248366]]
破伤风免疫球蛋白	[['破伤风免疫球蛋白', '破伤风', '免疫球蛋白', 0.00857843137254902]]
破伤风	[['破伤风', '破', '伤风', 0.08133971291866028]]
短暂视	[['短暂视', '短暂', '视', 0.0029239766081871343]]
短暂缓解	[['短暂缓解', '短暂', '缓解', 3.118879199570842e-05]]
短暂昏迷	[['短暂昏迷', '短暂', '昏迷', 0.000572000572000572]]
短暂意识障碍	[['短暂意识障碍', '短暂', '意识障碍', 0.0008621833134367954]]
短暂意识不清	[['短暂意识不清', '短暂', '意识不清', 0.003720238095238095]]
短暂性脑缺血	[['短暂性脑缺血', '短暂性', '脑缺血', 0.06666666666666667]]
短暂性	[['短暂性', '短暂', '性', 0.00013396206194405744]]
短效避孕药	[['短效避孕药', '短效', '避孕药', 0.011086474501108648]]
矫正胎龄	[['矫正胎龄', '矫正', '胎龄', 0.2037037037037037]]
睾丸疼痛	[['睾丸疼痛', '睾丸', '疼痛', 1.0459084063144977e-05]]
睾丸炎	[['睾丸炎', '睾丸', '炎', 0.00018088906977795866]]
睡醒后	[['睡醒后', '睡醒', '后', 4.79805518829701e-05], ['睡醒后', '睡', '醒后', 0.000794912559618442]]
睡眠需要	[['睡眠需要', '睡眠', '需要', 0.00011690437222352116]]
睡眠障碍	[['睡眠障碍', '睡眠', '障碍', 0.0008854235496233646]]
睡眠较差	[['睡眠较差', '睡眠', '较差', 0.0006635558029025215]]
睡眠质量	[['睡眠质量', '睡眠', '质量', 0.003730312240950539]]
睡眠稍差	[['睡眠稍差', '睡眠', '稍差', 0.001411202778983934], ['睡眠稍差', '睡眠稍', '差', 0.0016056816427358345]]
睡眠稍	[['睡眠稍', '睡眠', '稍', 5.854048246540372e-05]]
睡眠监测	[['睡眠监测', '睡眠', '监测', 0.00013409619166815663]]
睡眠正常	[['睡眠正常', '睡眠', '正常', 0.0004227572176022458]]
睡眠欠稳	[['睡眠欠稳', '睡眠', '欠稳', 0.0012348024316109422]]
睡眠欠安	[['睡眠欠安', '睡', '眠欠安', 0.020376778162245292]]
睡眠欠佳	[['睡眠欠佳', '睡眠', '欠佳', 0.002948631209039776], ['睡眠欠佳', '睡', '眠欠佳', 0.13632119514472454]]
睡眠易醒	[['睡眠易醒', '睡眠', '易醒', 3.589976784816792e-05]]
睡眠时间	[['睡眠时间', '睡眠', '时间', 3.8608141404072805e-05]]
睡眠时有	[['睡眠时有', '睡眠', '时有', 3.2619171176514194e-05]]
睡眠打鼾	[['睡眠打鼾', '睡眠', '打鼾', 9.11854103343465e-05]]
睡眠打	[['睡眠打', '睡眠', '打', 0.00010070677848170799]]
睡眠差	[['睡眠差', '睡眠', '差', 0.0014766771174879736], ['睡眠差', '睡', '眠差', 0.03768859568749618]]
睡眠尚好	[['睡眠尚好', '睡眠', '尚好', 0.0011940946591402519]]
睡眠尚可	[['睡眠尚可', '睡眠', '尚可', 0.0008133909842030909]]
睡眠好转	[['睡眠好转', '睡眠', '好转', 3.122940810902811e-06]]
睡眠困难	[['睡眠困难', '睡眠', '困难', 0.00013188972566937062]]
睡眠呼吸暂停综合征	[['睡眠呼吸暂停综合征', '睡眠呼吸暂停', '综合征', 0.005417118093174431]]
睡眠呼吸暂停低通气综合征病史	[['睡眠呼吸暂停低通气综合征病史', '睡眠呼吸暂停低通气综合征', '病史', 1.9948294021895246e-05]]
睡眠呼吸暂停低通气综合征并	[['睡眠呼吸暂停低通气综合征并', '睡眠呼吸暂停低通气综合征', '并', 0.000788488074117879]]
睡眠呼吸暂停	[['睡眠呼吸暂停', '睡眠', '呼吸暂停', 0.006585612968591692]]
睡眠可	[['睡眠可', '睡眠', '可', 0.0006744644099219092], ['睡眠可', '睡', '眠可', 0.4048202614379085]]
睡眠不足	[['睡眠不足', '睡眠', '不足', 0.0001607435118073416], ['睡眠不足', '睡眠不', '足', 0.011752136752136752]]
睡眠不稳	[['睡眠不稳', '睡眠', '不稳', 0.00043789603832878265], ['睡眠不稳', '睡眠不', '稳', 0.04497354497354497]]
睡眠不安	[['睡眠不安', '睡眠', '不安', 0.0011116739840144095], ['睡眠不安', '睡眠不', '安', 0.01976976976976977]]
睡眠不佳	[['睡眠不佳', '睡眠', '不佳', 0.00114726741760534], ['睡眠不佳', '睡眠不', '佳', 0.033950617283950615]]
睡眠不	[['睡眠不', '睡眠', '不', 5.0884715588363e-06]]
睡眠一般	[['睡眠一般', '睡眠', '一般', 0.00033868866695614414], ['睡眠一般', '睡', '眠一般', 0.13903743315508021]]
着凉后开始出现发热	[['着凉后开始出现发热', '着凉后', '开始出现发热', 0.007563025210084034], ['着凉后开始出现发热', '着凉', '后开始出现发热', 0.07692307692307693]]
着凉后出现发热	[['着凉后出现发热', '着凉后出现', '发热', 2.4134380229115716e-05], ['着凉后出现发热', '着凉后', '出现发热', 0.000292873413602343], ['着凉后出现发热', '着凉', '后出现发热', 0.0030231776956667787]]
着凉后出现	[['着凉后出现', '着凉后', '出现', 3.555134206316288e-05], ['着凉后出现', '着凉', '后出现', 0.00020128149216679526]]
着凉后	[['着凉后', '着凉', '后', 4.593010094780044e-05], ['着凉后', '着', '凉后', 0.03617571059431524]]
眼部不适感	[['眼部不适感', '眼部不适', '感', 2.619446772841576e-05], ['眼部不适感', '眼部', '不适感', 0.00016736401673640169], ['眼部不适感', '眼', '部不适感', 0.0004827031375703942]]
眼部不适	[['眼部不适', '眼部', '不适', 3.5518064265497534e-05], ['眼部不适', '眼', '部不适', 0.0003496121490221785]]
眼花耳鸣	[['眼花耳鸣', '眼花', '耳鸣', 7.51239545249662e-05]]
眼科就诊	[['眼科就诊', '眼科', '就诊', 0.0012679346012679346], ['眼科就诊', '眼', '科就诊', 0.0014011799410029498]]
眼科医院就诊	[['眼科医院就诊', '眼科', '医院就诊', 0.006459948320413436]]
眼科住院	[['眼科住院', '眼', '科住院', 0.0011061946902654867], ['眼科住院', '眼科', '住院', 0.00166333998669328]]
眼睛红肿	[['眼睛红肿', '眼睛', '红肿', 0.00012409103318194228], ['眼睛红肿', '眼睛红', '肿', 0.0011510128913443832]]
眼睛红	[['眼睛红', '眼睛', '红', 0.00015810276679841898]]
眼睛痒	[['眼睛痒', '眼睛', '痒', 2.107303915370675e-05]]
眼睛有	[['眼睛有', '眼睛', '有', 4.2248043232174125e-06]]
眼睛干涩	[['眼睛干涩', '眼睛', '干涩', 0.008308895405669599]]
眼睛充血	[['眼睛充血', '眼睛', '充血', 0.004329004329004329]]
眼睑部肿胀	[['眼睑部肿胀', '眼睑', '部肿胀', 0.022388059701492536]]
眼睑起皮疹伴瘙痒	[['眼睑起皮疹伴瘙痒', '眼睑起皮疹', '伴瘙痒', 0.00015436863229391788], ['眼睑起皮疹伴瘙痒', '眼睑', '起皮疹伴瘙痒', 0.00043641441913240813]]
眼睑起皮疹	[['眼睑起皮疹', '眼睑', '起皮疹', 0.000140805406927626]]
眼睑起淡红斑	[['眼睑起淡红斑', '眼睑', '起淡红斑', 0.001008471157724889]]
眼睑肿胀	[['眼睑肿胀', '眼睑', '肿胀', 8.757553389798702e-05]]
眼睑红肿	[['眼睑红肿', '眼睑', '红肿', 0.0001344628210299852]]
眼睑红斑	[['眼睑红斑', '眼睑', '红斑', 9.744530882042454e-05]]
眼睑皮疹	[['眼睑皮疹', '眼睑', '皮疹', 8.590142811124235e-06]]
眼睑浮肿	[['眼睑浮肿', '眼睑', '浮肿', 0.0040057067603160666]]
眼睑水肿	[['眼睑水肿', '眼睑', '水肿', 0.0005000769349130635]]
眼睑下垂	[['眼睑下垂', '眼睑', '下垂', 0.003316749585406302]]
眼眶痛	[['眼眶痛', '眼眶', '痛', 0.0013039350474892356]]
眼眶疼痛	[['眼眶疼痛', '眼眶', '疼痛', 7.986936920947073e-05]]
眼干涩	[['眼干涩', '眼', '干涩', 0.00042820439623180134], ['眼干涩', '眼干', '涩', 0.005945303210463734]]
眼屎多	[['眼屎多', '眼屎', '多', 0.00014543339150668993]]
眼分泌物增多	[['眼分泌物增多', '眼', '分泌物增多', 9.218289085545723e-05]]
眩晕耳鸣	[['眩晕耳鸣', '眩晕', '耳鸣', 2.3581857816489756e-06]]
眩晕久	[['眩晕久', '眩晕', '久', 0.00038784744667097606]]
眩晕不适	[['眩晕不适', '眩晕', '不适', 5.85940916898762e-07]]
眠欠佳	[['眠欠佳', '眠', '欠佳', 0.0003859886133359066]]
眠一般	[['眠一般', '眠', '一般', 4.3469670025686626e-05]]
真菌感染	[['真菌感染', '真菌', '感染', 0.0011403508771929824], ['真菌感染', '真', '菌感染', 0.1625]]
真菌性支气管炎	[['真菌性支气管炎', '真菌性', '支气管炎', 0.0005455537370430987], ['真菌性支气管炎', '真菌', '性支气管炎', 0.019753086419753086]]
真菌性	[['真菌性', '真菌', '性', 0.000587646911727932]]
看报告	[['看报告', '看', '报告', 0.0008620689655172414]]
省中医院就诊	[['省中医院就诊', '省中医院', '就诊', 0.0003696003696003696], ['省中医院就诊', '省中医', '院就诊', 0.007168458781362007], ['省中医院就诊', '省', '中医院就诊', 0.14814814814814814]]
省中医院	[['省中医院', '省中医', '院', 0.0007161350740924365], ['省中医院', '省', '中医院', 0.3611111111111111]]
省中医	[['省中医', '省', '中医', 0.04838709677419355]]
相鉴别	[['相鉴别', '相', '鉴别', 0.013227513227513227]]
相应面部	[['相应面部', '相应', '面部', 0.0008225375282747275]]
相呼吸困难	[['相呼吸困难', '相', '呼吸困难', 0.0002621231979030144]]
相关检查未见异常	[['相关检查未见异常', '相关检查', '未见异常', 8.562062723225207e-05], ['相关检查未见异常', '相关', '检查未见异常', 0.0006026170798898072]]
相关检查	[['相关检查', '相关', '检查', 0.00020406081012141618], ['相关检查', '相', '关检查', 0.16071428571428573]]
相关优生检查	[['相关优生检查', '相关', '优生检查', 0.003756574004507889]]
直肠癌行手术治疗	[['直肠癌行手术治疗', '直肠癌', '行手术治疗', 0.0012295081967213116]]
直肠癌病史	[['直肠癌病史', '直肠癌', '病史', 2.653123104912068e-05], ['直肠癌病史', '直肠', '癌病史', 0.023026315789473683], ['直肠癌病史', '直', '肠癌病史', 0.023809523809523808]]
直肠癌根治	[['直肠癌根治', '直肠癌', '根治', 0.06333333333333334]]
直肠癌术后	[['直肠癌术后', '直肠癌', '术后', 0.0004653130287648054], ['直肠癌术后', '直肠', '癌术后', 0.03775743707093822], ['直肠癌术后', '直', '肠癌术后', 0.048104956268221574]]
直肠癌手术史	[['直肠癌手术史', '直肠癌手术', '史', 7.021376189733187e-05], ['直肠癌手术史', '直肠癌', '手术史', 0.0007281553398058253]]
直肠癌手术	[['直肠癌手术', '直肠癌', '手术', 0.0004149377593360996]]
直肠癌在我科行	[['直肠癌在我科行', '直肠癌', '在我科行', 0.04230769230769231]]
直肠癌	[['直肠癌', '直肠', '癌', 0.004699248120300752], ['直肠癌', '直', '肠癌', 0.011337868480725623]]
直肠炎	[['直肠炎', '直肠', '炎', 0.0003748687959214275], ['直肠炎', '直', '肠炎', 0.01020408163265306]]
直肠息肉	[['直肠息肉', '直肠', '息肉', 0.0007326901941629015], ['直肠息肉', '直', '肠息肉', 0.00422237860661506]]
目赤耳鸣	[['目赤耳鸣', '目赤', '耳鸣', 0.0014071294559099437]]
目赤口苦	[['目赤口苦', '目赤', '口苦', 0.0037149611617696724]]
目眩反复发作	[['目眩反复发作', '目眩', '反复发作', 0.0005139186295503212]]
目前纠正胎龄	[['目前纠正胎龄', '目前', '纠正胎龄', 0.002681696825867695]]
目前病情稳定	[['目前病情稳定', '目前', '病情稳定', 4.9032707267382706e-06]]
目前又	[['目前又', '目前', '又', 1.9776525264511026e-05]]
目前出血	[['目前出血', '目前', '出血', 3.045145036451655e-06], ['目前出血', '目', '前出血', 0.027359781121751026]]
目前几年	[['目前几年', '目前', '几年', 2.2819067612897336e-05]]
目前几个月	[['目前几个月', '目前', '几个月', 4.9441313161277566e-05]]
目前使用	[['目前使用', '目前', '使用', 8.339498605516698e-06]]
监测血糖	[['监测血糖', '监测', '血糖', 0.00017846944603083952]]
监测血压	[['监测血压', '监测', '血压', 0.0002747845885100787]]
监测自然周期提示排卵正常	[['监测自然周期提示排卵正常', '监测自然周期提示', '排卵正常', 0.001702127659574468], ['监测自然周期提示排卵正常', '监测自然周期', '提示排卵正常', 0.0761904761904762]]
监测自然周期提示	[['监测自然周期提示', '监测自然周期', '提示', 0.0019770660340055358]]
监测自然周期	[['监测自然周期', '监测', '自然周期', 0.001838235294117647]]
监测排卵指导同房	[['监测排卵指导同房', '监测排卵', '指导同房', 0.0006188118811881188]]
监测排卵	[['监测排卵', '监测', '排卵', 0.0027233115468409588]]
监测卵泡	[['监测卵泡', '监测', '卵泡', 0.001330532212885154]]
监测体温	[['监测体温', '监测', '体温', 3.764946838950634e-05]]
盆腔静脉曲张	[['盆腔静脉曲张', '盆腔', '静脉曲张', 0.00202020202020202]]
盆腔粘连松解术	[['盆腔粘连松解术', '盆腔粘连松解', '术', 0.0022848762447261867], ['盆腔粘连松解术', '盆腔', '粘连松解术', 0.0766488413547237], ['盆腔粘连松解术', '盆腔粘连', '松解术', 0.1304611650485437]]
盆腔粘连松解	[['盆腔粘连松解', '盆腔', '粘连松解', 0.04915824915824916], ['盆腔粘连松解', '盆腔粘连', '松解', 0.05062413314840499]]
盆腔粘连分	[['盆腔粘连分', '盆腔粘连', '分', 2.7770989313723313e-05], ['盆腔粘连分', '盆腔', '粘连分', 0.006060606060606061]]
盆腔粘连	[['盆腔粘连', '盆腔', '粘连', 0.003976066396448562]]
盆腔积液	[['盆腔积液', '盆腔', '积液', 0.0035284350352843504], ['盆腔积液', '盆', '腔积液', 0.01934456076467911]]
盆腔炎症	[['盆腔炎症', '盆腔炎', '症', 0.0001618384851917786], ['盆腔炎症', '盆腔', '炎症', 0.0006137322593018795]]
