	0
晚饭	131
季节	130
无创	130
有咳	130
疤痕	129
很少	129
立即	128
曲张	128
肥大	128
角	128
双肺	128
孕妇	128
生殖科	128
易致敏外	128
易饥	128
怕冷	128
圆形	127
晕倒	127
闭塞	127
滴沥	127
初有	127
舌	127
暗	127
咬硬物	127
分娩	126
节	126
突	126
罗	126
阿斯美	126
神	126
根治	125
催经	125
虾	125
禽类接触史	125
分别	125
三年	125
荔湾	125
根	125
以下	125
六	125
气候	125
弹响	124
冠	124
厌油腻	124
对答	124
功能亢进	124
可忍受	124
高危	123
经过	123
肘部	123
病初	123
指甲	123
白细胞酯酶	123
达喜	123
位置	123
收缩	122
现叫	122
适	122
口臭	122
活胎	122
卵	122
显效	122
阻力	122
不振	122
浓度	122
药水	122
现孕	122
退烧	121
脘痛	121
并觉	121
胃癌	121
冻胚	121
遇寒	121
激动	120
为单	120
得喛气或矢气	120
尿线变细	120
瘀斑	120
过长	120
咬崩	120
激光	120
鸣音	119
困而	119
喝酒	119
穿刺	119
腺瘤	119
胎停	119
位于	119
早晨	119
游泳	118
头孢丙烯	118
傍晚	118
绵绵不休	118
语	118
居	118
到外院查血糖增高	118
注意	117
不敢	117
葡萄	117
未能	117
甲低	117
伴咳	117
休息方能继续行走	117
拒绝	117
喉季发	117
游走	117
夫妇	117
上臂	116
布洛芬	116
口淡	116
鳞屑	116
现坚持定期门诊	116
前壁	116
峡部	116
左肩	116
块	116
喜温喜按	115
段	115
营养	115
未予理会	115
可以	115
日间	115
供血	115
米	115
吗丁啉	115
彩超	115
婴	115
梗塞	114
会诊	114
反射到肩膀	114
粉刺	114
胃窦	114
样物或咖啡样物	114
充血	114
稍稀	114
绿痰	114
纤维	113
气速	113
降	113
混有	113
混浊	113
时余	113
并自行监测血糖	113
妇科	113
死胎	113
曾做	113
已愈	113
血糖控制尚稳定	113
得	113
疗程	112
男婴	112
坐	112
溃烂	112
按时	112
焦躁易怒	112
不渴	112
打喷	112
思密达	112
嗳酸	112
定量	111
无含粘液脓血	111
迟缓	111
综合	111
合谷	111
丈夫外我院精液检查	111
黄体	110
不能远行	110
初期	110
声嘎哑	110
天起	110
即刻	110
前去	110
楼梯	110
继而	110
受精	110
自理	110
置入	110
豆渣样	109
胆红	109
颌下	109
喜长叹息	109
曼月乐	109
核实预产期	109
曾服	109
入住	109
特	109
胰腺	108
络活喜	108
采用	108
舌淡	108
均为	108
一孩	108
溴隐亭	108
频数	108
降支	107
前区压榨	107
少华	107
突起	107
第三	107
夫	107
克	107
遗尿	107
病灶	107
跌伤	107
变差	107
咳黄	107
休息后或服用硝酸甘油后缓解	107
牵涉	107
携带	107
曾作	106
牛黄	106
结痂	106
脓肿	106
速效救心丹	106
已净	106
龋洞	106
中耳	106
糖耐量	106
奶粉	106
有高	106
烦渴	106
不愿	105
单个	105
一子	105
萌出	105
抖动	105
晚间	105
较重	105
伴腰	105
化脓	104
肾癌	104
以及	104
血透	104
手掌	104
五心烦热	104
念珠菌	104
足	104
鱼骨	104
无阴道流血及阴道流液	104
心磷脂抗体	104
未带	104
声音沙哑	103
无向它处放射	103
自测脉不齐	103
解毒	103
不调	103
述	103
初潮	103
窦性	103
唇鼻	102
壶腹部	102
半夜	102
皮肤溃疡经久不愈	102
坐位	102
腋窝	102
前筹躇	102
粘腻	102
疑	102
事	102
吃虾	102
补物	102
异	101
肤色	101
稍稠	101
口水	101
芒果	101
干眼症	101
尚未	101
解痉	101
肉	101
其中	101
奶水	101
准备	101
丹参	101
嗜酒	101
肾上腺	100
家中	100
停育	100
等症	100
降低	100
后仍	100
按	100
平均	100
转颈	100
昼夜	99
右踝	99
硬结	99
冬	99
术程顺利	99
活动欠利	99
十年	99
目赤	99
潮	98
触及	98
拇指	98
股骨	98
小型	98
鱼	98
强	98
心病	98
丙肝	98
损伤	98
霜	98
前列腺癌去势术后	98
回纳	98
牙髓	98
拔	98
合	97
曾用	97
进水	97
计划再生育	97
本人	97
自觉右下后牙肉疼痛	97
卧位	97
心惊	97
登革热	97
头孢克肟	97
塞露	97
源性	97
抽动	97
吸刮	97
得食	97
腺体	97
人民医院	97
惊跳	96
无名	96
活率	96
强的松	96
尿程变短	96
不宁	96
达克宁	96
呃逆	96
时溏	96
喜	96
陈旧	96
无偏	96
妻	96
溢乳	96
回家	96
质量	96
感头	95
可闻	95
将	95
色斑	95
灶	95
心房颤动	95
可于数小时	95
裂伤	95
头孢拉定	95
后滴	95
数秒	95
抗精子抗体	94
置换术	94
腔隙性脑梗塞	94
酶	94
核	94
痒感	94
肩背	94
转醒	94
乙型	94
足底	93
眼睛	93
反射	93
洗牙	93
有洞	93
米非司酮	93
室性	93
连续	93
金	93
早晚	92
连胁	92
十	92
拉	92
晚期	92
未果	92
手震	92
欲呕	92
今来	92
服食	92
眼干	92
下壁	92
滴丸	92
囊泡	91
真菌	91
上唇	91
陪同	91
帕金森氏病	91
开瑞坦	91
十天	91
夜眠	90
留置	90
停用	90
淋菌	90
庆大	90
男	90
氨氯地平	90
痣	90
骨质	89
占位	89
否认手术及外伤史	89
抢救	89
近端	89
改	89
五天	89
球	89
带下	89
反复发作而逐渐加重	89
下楼梯下蹲时症状加剧	89
脱出	89
难免流产	88
余年	88
声重浊	88
餐	88
西药	88
冷感	88
五	88
眼部	88
怀疑	88
仅	88
又发	88
详见	88
通水	88
肌肤麻木	88
遇烦恼郁怒则	88
灼痛	88
各	88
从事	88
月在我院验尿妊娠试验	88
右肾	88
探查	88
突感	87
偏身	87
张力	87
略	87
激	87
移	87
抗原	87
朋友	87
色混浊及肉眼血尿	87
短赤	87
美林	87
安宫牛黄丸	87
后壁	87
全程	87
包	86
面色晃白	86
交锁	86
间咳	86
返	86
气变化觉上述症状加重	86
折裂	86
黑蒙	86
意	86
脐下	86
中央	86
奶	86
初为	86
泛吐	86
求拔	85
光	85
质软	85
宫腔线欠清晰	85
左乳	85
支扩	85
单声	85
视病重呼车接回	85
静止	85
间或	85
微量	85
冠状动脉粥样硬化	85
平躺	85
石症	85
劳累后或受凉后胃	85
结束	85
病历	85
阻生	84
脱皮	84
抗菌	84
肌酐进行性升高	84
喂养	84
左肾	84
上举	84
佳	84
天前上述症再次	84
切	84
势较剧	84
妈富隆	83
引流	83
气憋	83
黑影	83
要	83
简单	83
苦	83
肘	83
倍他乐克	83
尿痛及肉眼血尿	83
医生	83
腹腔	83
坐立	83
华	83
问题	82
急躁易怒	82
脘闷	82
思睡	82
黄豆	82
口干而苦	82
浸润	82
肺病	82
痛经不明显	82
突变	82
曾人药流	82
皲裂	82
征	82
栓塞	82
黄软	82
压迫	82
速效伤风胶囊	82
无四肢抽搐及晕厥	81
殊	81
所	81
项	81
体位变动时	81
单位	81
咬牙合不适	81
复通	81
理想	81
增强	81
打数个喷嚏	81
治	80
无呕	80
康复	80
痛样	80
四肢楚	80
但未	80
喜炎平	80
斑块	80
黏膜	80
静息	80
气顶	80
以入睡困难及早醒为主	80
了	80
浓茶	80
点状	79
物理	79
门	79
平稳	79
无胸	79
缺乏	79
攻撑作	79
氨茶碱	79
没	79
洗澡	78
胎监	78
半粒	78
夹杂	78
湿透	78
双肾	78
冲洗	78
请	78
梦多	78
则憋减	78
乳糜尿	78
之间	78
蛋花汤杨	78
伸直	78
大片	78
脘痞	78
苔白	78
扩展	78
紧	78
死亡	77
孩子	77
就	77
低下	77
链霉素	77
于我科治疗	77
步行	77
了解	77
皮肤出现风团红疹	77
手脚	77
洗	77
髋部	77
前来	76
有轻度听力下降	76
环丙沙星	76
儿子	76
休息后仍可缓解	76
众生丸	76
加黑	76
边缘	76
油腻	76
大致	76
周余	76
水痘	76
晃动	76
上方	75
快	75
开髓	75
放置	75
胀闷	75
求补	75
动态	75
氯	75
失活	75
挤压	75
除	75
动物	75
穿孔	75
此	75
补佳乐	75
含服	75
不断	75
四环素	75
血凝块	75
母乳	75
颈项	74
夜寐不宁	74
无头	74
耳闭塞感	74
残根	74
程	74
晨	74
缩小	74
色浅	74
赤	74
力及	74
以剧	74
稀白	74
肺力	74
长短不	74
许	74
趾甲	74
遇冷	74
色灰白	74
斑点	74
再婚	74
毛	74
吃药才来	74
年来	74
微波治疗	73
中段	73
住	73
电子	73
唇	73
面膜	73
遇热	73
甚至彻夜	73
驱梅治疗	73
口吐	73
看	73
脚	73
颅内	73
过食生冷	73
莲花清瘟	73
头孢西丁	73
咬裂	73
比	72
春季	72
锥切	72
即予	72
洁治	72
省	72
刀割样	72
呈水样或烂	72
静注	72
断	72
剖产	72
肠鸣	72
安全	71
炉甘石洗剂	71
留置导尿管	71
手背	71
续	71
派瑞松	71
板蓝根	71
内见	71
唯	71
未来	71
擦伤	71
导管	71
渴不欲饮	71
随即	71
拖步	71
头孢孟多	71
说话	70
小球	70
扑尔敏	70
氏	70
跑步	70
胎膜早破	70
颞侧	70
院超声提示双绒毛膜双胎	70
头孢曲松	70
痔	70
鸡蛋	70
视曚	70
膝部	70
上段	70
水疱增多蔓延	70
大疾	70
伴颈	70
眠欠安	70
燥	70
肾盂	70
泛发	69
间隔	69
疗效	69
似	69
初筛	69
后肛门肿物脱出	69
婚	69
流延	69
生物	69
右肺	69
秒钟	69
渐觉头部不适	69
动过缓	69
三尖瓣	69
抓破	69
腿	69
烂牙	68
待排	68
新赛斯平	68
结合雌	68
时或	68
头孢克洛	68
冷水	68
自数	68
细小	68
无嗅觉	68
勃起	68
宫颈防癌筛查	68
漏	68
贴	68
隐	68
遂呼	68
重新	68
遇劳或恼怒加重	67
宫颈防癌检查	67
不能自行定位	67
左肺	67
疑似	67
资料	67
厌食	67
息斯敏	67
心梗	67
脐上	67
义齿	67
外敷	67
外洗	67
油脂分泌	67
巨大	67
旋	67
舒	67
苔薄	67
胸壁	67
及上楼时	67
换环	67
面积	67
阅读	67
改善不明显	67
骚痒	67
敷	67
顶	67
自验	67
翻身	67
美	66
喷	66
升	66
他	66
次余	66
融合	66
浅	66
髋	66
完善	66
压之	66
奥美拉唑	66
蔓延	66
矢气	66
甲炎	66
打球	66
社会	66
胆管	66
感到	66
更换	65
信必可	65
喝	65
行手术及化疗	65
能使疼痛	65
腰骶	65
嗽	65
相容	65
理	65
在外	65
拟就诊拔除	65
积血	65
间隙	65
烦热	65
羊粪状	65
割伤	65
头部空虚感	65
希望	65
午	65
更	64
胶	64
断裂	64
延迟	64
已行辅助检查	64
思力华	64
集中	64
僵硬	64
精索	64
增长	64
脘痞闷似病	64
畸	64
压伤	64
胆固醇	64
伴头	64
康	64
导致	64
星期	64
费力	64
脑卒中	63
双通	63
上升	63
切口	63
制酸	63
双拳紧握	63
较轻	63
分裂	63
艾洛松	63
头孢地尼	63
路人	63
底	63
智齿	63
囊胚	63
姿势	63
起搏器	63
未能了解输卵管通畅程度及盆腔情况	63
但感	62
有咽	62
破裂	62
眼曚	62
喉咙	62
椎	62
片状	62
射频消融	62
隆起	62
张	62
糖化	62
月份	62
但是	62
睡眠呼吸暂停低通气综合征	62
要求继续服药巩固治疗	62
脉弦	62
伴鼻	62
压缩性骨折	61
紫	61
未曾	61
欲吐	61
辅助	61
中西医诊治	61
收入	61
三日	61
同意	61
熬夜	61
地上	61
单胎	60
困倦	60
大疱	60
双下	60
与头	60
脂	60
旁	60
服务	60
神倦	60
多西环素	60
边界清晰	60
种植	60
敏	60
秋冬季多	60
急和	60
暂停	60
喹诺酮	60
奶奶	60
倒地	60
逐年	60
闻及	60
活禽	60
上颌	59
早起	59
夏天	59
屈曲	59
腺癌	59
接受	59
认	59
亚	59
钙化	59
害怕	59
冠心病等疾病病史	59
拒	59
不净	59
咀嚼	59
林	59
舌头	59
头痛且胀	59
相	59
酮	59
胁痛	59
石	59
位置性眩晕	59
着凉	59
稍舒	59
坏死	59
护肤品	58
克龄蒙	58
送至	58
到诊	58
除外	58
别嘌醇	58
阳	58
想	58
易感染人群	58
闭眼	58
边界	58
鱼腥草	58
保健	58
附睾	58
联合	58
护垫即可	58
酯	58
也无	58
躺下	58
内翻	58
依然	58
满	58
护垫	58
空	58
稠涕	58
咬伤	58
儿童	58
结构	58
甲硝唑	58
打嗝	57
缺铁性贫血	57
环磷酰胺	57
也	57
不久	57
妇检	57
诺	57
慢性肾脏病	57
胫前	57
自听增强	57
肌力	57
斑片	57
特灵	57
滴注	57
露	57
伴侣	57
病情迁移反复	57
白酒	57
有轻	57
胎膜	57
利巴韦林	57
换	57
龄	57
沙	57
仍诉	57
唇周	57
稍进油腻食物	57
复杂	57
脉细	57
口干舌燥	57
果糖	56
同学	56
呼之可应	56
散利	56
早餐	56
免疫组化	56
双侧输卵管逆行通液	56
计	56
苯海拉明	56
苄星青霉素	56
公斤	56
内裤	56
安定	56
体质	56
必理通	56
氨基比林	56
选择	56
床	56
十二指肠球炎	56
乐	56
完谷不	56
苏醒	56
起疱	56
钙	56
化妆	56
胸胁胀满	55
小指	55
该	55
停经验尿妊娠试验弱阳性	55
咖啡样物或鲜血	55
高胆固醇血症	55
甲炎两项	55
他人	55
坐起	55
鲜红色皮肤斑	55
额头	55
足癣	55
伸长	55
夭折	55
有潺	55
偶然	55
里	55
美兰	55
尤其	55
蜕膜	55
复苏	55
花	55
消	55
尖锐湿疣	55
末端	54
碎石	54
向周围蔓延	54
又有	54
试补	54
百万	54
过度	54
踝部	54
向下腹部及会阴	54
即抱至本院急诊	54
特别	54
身长	54
一直未预	54
一周前受凉感冒后再发	54
学	54
稍硬	54
女儿	54
气味	54
钠	54
牙髓失活	54
已做	54
抗卵巢抗体	54
刮伤	54
连声作呛	53
广医	53
单侧	53
冷冻	53
抬头	53
痰少而粘连成丝	53
甘油三酯	53
新发	53
凉	53
完成	53
黄短	53
茶	53
鳞状	53
蓝芩口服液	53
食后脘闷不舒	53
机	53
定位	53
寒冷	53
测排	53
自杀	53
番禺	53
拟诊	53
信号	53
糊	53
延同侧颞部放射	53
左踝	52
护肝	52
量较	52
清除	52
门牙	52
偏干	52
有排	52
切开	52
残	52
品	52
去除	52
值	52
否认有肝炎	52
旅游	52
纠正	52
引	52
菜	52
累及胫前	52
头颅	52
蟹	52
需借助药物	52
乳膏	52
呈刺	52
可见龋形成	52
已服	52
循环	52
稍减	52
氟	52
饮用	52
太	52
婴儿	52
担忧	51
回报	51
牙折	51
洁牙	51
抗凝	51
胃底	51
言语含糊	51
物后	51
活动时弹响	51
成型	51
眼泪	51
切缘	51
骨质疏忪	51
并伴	51
面瘫	51
唇部	51
才	51
四肢厥冷	51
菌	51
撞击	51
烫	51
来曲唑	51
癣	51
喛腐吞酸	51
视网膜	51
中苦而粘腻	51
晚餐	51
理疗	51
思维	51
吃药	51
超	51
容	51
眠可	51
穿	51
甲泼尼龙	51
右乳	51
养	51
虫	51
厕所	50
头面	50
花粉	50
餐前	50
滑	50
口眼歪斜	50
喇叭正露丸	50
脱	50
无言语艰涩	50
病程日久	50
渣	50
羚羊角滴丸	50
天来	50
憩室	50
装修	50
放散	50
克罗米芬	50
端	50
母	50
昨天起解黄稀烂大便	50
私人	50
乳腺癌改良根治	50
代偿期	50
下垂	49
伴胸	49
久	49
左腰	49
根管预备	49
无咽喉梗塞感	49
红酒	49
无口	49
其上	49
结合	49
有腰	49
熱退	49
旋支	49
待查	49
腰腿	49
紧缩感	49
舌红	49
至全身皮肤黄染	49
躯干及双下肢皮肤出现风团样皮疹	49
声带	49
新出	49
直	49
果	49
肾衰	49
血氧饱和度	49
自行涂擦药物效不佳	49
后可	49
累及	49
巧囊	49
对乙酰氨基酚	49
夜睡	49
肝内	49
左颈	49
胃内	49
排石	49
下方	49
家庭原因逐渐出现	49
补	48
灵活	48
律	48
伸侧	48
牙关紧咬	48
空气	48
搬重	48
涩	48
无鼻鈕	48
针尖	48
马	48
血迹	48
与前	48
三维彩超未见异常	48
痊愈	48
牛肉	48
余沥不尽	48
然	48
刮宫	48
眼蒙	48
双肩	48
缓释片	48
右腰	47
自觉左下后牙肉疼痛	47
枕后	47
乙脑	47
灶性	47
足跟	47
湿	47
糖浆	47
无放谢伴反酸嗳气	47
只	47
情感	47
全切	47
复查宫颈情况	47
擤鼻	47
呈摇晃状太	47
仍感	47
浑浊	47
支持	47
溢奶	47
虫咬	47
其夫	47
创面	47
稍少	47
酒后	47
低钾	47
西	47
碰撞	47
刚才妇产科就诊	47
专科	47
粗糙	47
失调	47
边	47
在本院按支气管炎处理	47
中毒	47
乙状结肠	47
脉	47
抓之起划痕样风团	47
东西	46
喜饮	46
未探体温	46
渐进	46
停留	46
布	46
粗	46
宫颈机能不全	46
有流	46
路	46
牛奶	46
骶尾部	46
伴排	46
预	46
银屑病	46
存	46
第四	46
症史	46
否	46
涉及	46
根尖	46
向右	46
可退	46
骨髓	46
路边	46
卧	46
涂抹	46
而胀	46
气管插管	46
清亮	46
途中	46
稀烂或水样	46
阅片	46
记录	46
困	46
条	46
翳痛	46
肠道	46
出现秃斑	46
言	45
风油	45
成胚	45
否认有糖尿病	45
应答	45
擦	45
痰难	45
产褥期	45
乙肝病毒携带	45
该牙	45
脘闷不舒	45
板	45
子宫直肠陷窝	45
便秘溲赤	45
不舒	45
征象	45
眩	45
闭合	45
厌油	45
稍好	45
豆腐	45
产一	45
纹	45
声唦	45
停服	45
电击样	45
多巴胺	45
时而	45
腹痛及阴道流液	45
甘草	45
听	45
子痫前	45
爱	45
万	45
冒汗	44
室上	44
健在	44
定处	44
尖	44
尿潴留	44
对其	44
在意	44
枚	44
拘急	44
期定期于我院产检	44
脉搏	44
土	44
突眼	44
支气舒张试验阴性	44
变色	44
不均	44
肌层	44
同龄	44
随诊	44
保留	44
质硬	44
当即	44
激素三项示	44
吸虫	44
远端	44
黛力新	44
市斤	44
双上	44
质稠	44
砸伤	43
测得	43
护胃	43
鼻翼	43
自愈	43
放弃	43
杂合	43
走	43
败血症	43
普鲁卡因	43
目	43
脱垂	43
息	43
初时	43
疱	43
欠稳	43
步	43
脑中	43
情	43
刚觉	43
局灶	43
臀位	43
尿赤	43
其妻	43
幽门螺杆菌感染	43
着	43
支哮	43
等药	43
注入几丁糖	43
痰黏	43
并向	43
霍香正	43
电	43
取胎	43
起淡红丘疹	42
于今	42
花生	42
前庭	42
表示	42
力等	42
周来	42
四项	42
初始	42
食不香	42
啤酒	42
卡	42
家人视病情	42
休息后或含服	42
凉茶	42
并行	42
同侧	42
从化	42
叶	42
三胎	42
分化	42
速尿	42
脐带绕颈	42
自幼	42
疼痛及吞咽困难	42
玻璃	42
都	42
有块	42
趾间	42
下移	42
围	42
未再	41
惊悸	41
临床	41
感康	41
粥	41
完	41
相同	41
瘤变	41
向双臀部放射	41
鼻孔	41
胃脘疼痛	41
认知	41
产品	41
咯白	41
甾体	41
沫	41
肝胆	41
时叹息	41
紫癜	41
楼	41
鸡	41
绿	41
间为	41
脑室	41
声重	41
皮康霜	41
车撞倒	41
脉沉	41
缘于半年前	40
休克	40
无明显诱因出现左胁腹部阵发性绞痛	40
回吸	40
倒卧	40
外踝	40
低氧血症	40
数个	40
眼分泌物多	40
智力	40
季肋部	40
前觉头晕	40
重感	40
达芙通	40
奶瓣	40
落后	40
化验	40
叫	40
肌肉酸楚	40
脓点	40
一直未予系统治疗	40
曲	40
肾区	40
由于	40
以夜晚较	40
院行	40
中见	40
肢体酸楚	40
寐	40
幽门螺旋杆菌	40
增宽	40
较剧	40
冠状动脉缺血	40
角弓反张	40
暂时	40
裂	40
到场	40
屈伸不利	40
米高	40
请结合临床	40
分散	40
至当地诊所查血压升高	39
三叉神经	39
烧	39
才有	39
另	39
无含粘性	39
无明显诱因下突然双上肢及躯干皮肤出现散在	39
躯	39
晨轻暮重	39
自行包扎后	39
后枕	39
残余	39
包皮环切术	39
比索洛尔	39
闭目	39
外均未见孕囊	39
巨	39
舌尖	39
脸色	39
透明	39
指尖	39
填塞	39
痛等	39
脓包	39
指标	39
花油	39
或着凉或疲劳	39
已排	39
试孕	39
碘酒	39
但遇诱因	39
胃舒平	39
安排	39
汤	39
环境	39
稍红	39
掉落	38
纵隔	38
溢出	38
对光反射	38
饭	38
哮鸣音	38
戴	38
宝	38
沉	38
因饮食不慎致	38
沉及	38
洗头	38
因子	38
粉剌	38
留下	38
双股	38
房事	38
体识别	38
市	38
事情	38
活跃	38
增粗	38
种	38
送入	38
氨基	38
消毒	38
精症	38
是否	38
留观	38
宠物	38
抵抗	38
有头	38
血钾	38
广州	38
杀菌治疗	38
近三	38
收经	38
胀满拒按	38
外翻	38
淀粉	38
先以	38
肋	38
以睡眠维持性	38
龙	38
声音	38
照片	38
座疮	38
呈糊	37
浓痰	37
部及	37
钟	37
黄埔	37
透	37
无放射至其他部位	37
拒按	37
内痔	37
茶色	37
又觉	37
室早	37
阿昔洛韦	37
梗死	37
量一直较少	37
主诉	37
尿线	37
疹微痒脱屑	37
瘀点	37
肾脏	37
在外院按支气管炎处理	37
颊部	37
闭锁	37
漏尿	37
孢子	37
无咯粉红色泡沫样	37
安静	37
送病	37
月初	37
带环	37
学校	37
同事	37
以夜间安静时明显	37
以左	37
植	37
腰背	37
平扫	37
右肘	37
肥胖	37
养老院	37
速	37
寐差	37
滑倒	37
胎芽	36
层	36
角膜	36
条状	36
此孕	36
局限	36
蒙脱石散	36
宫底	36
蛋	36
曾在当地私人	36
主动脉瓣关闭不全	36
脂溢性	36
打孔	36
闭	36
口燥咽干	36
咬折	36
叹气	36
行宫	36
坐车	36
眼睛分泌物多	36
予口服美林后	36
缩宫	36
颏部	36
喉鸣	36
探	36
培养	36
式	36
无明	36
吵闹	36
但对	36
很	36
附近	36
置	36
大学	36
烦渴引饮	36
随月经周期规律性	36
不醒人事	36
定时	36
脘腹痞闷	36
双绒双羊	36
留	36
脐带	36
年初	36
安全套避孕	36
向肩背部放射	36
双输卵管结轧	36
眼膏	36
转送	36
减低	35
蚊虫叮咬	35
三抗	35
边缘向外扩张	35
孩	35
淤血	35
痞满拒按	35
雷贝拉唑	35
無	35
久坐	35
喷射性	35
家庭	35
准	35
分叉	35
延	35
误吞	35
包扎	35
落	35
下睑	35
亦	35
闻	35
隔天	35
在我	35
膨出	35
丁	35
未测	35
蒲地兰	35
重如裏	35
功	35
但精细活动	35
冠状沟	35
粘淡	35
下蹲	35
爬	35
夜间阵发性呼吸困难及端坐呼吸	35
抱	35
难以忍受	35
全身皮肤起风团伴瘙痒	35
下巴	35
疑因	35
产科	35
脾	35
时引	35
敏史	35
食鱼时误咽	35
肝病	35
肥厚	35
酒	35
末梢	35
这	35
因吃鱼虾后出现全身皮肤散在皮疹	35
黄白	35
健	35
习惯	35
中隔偏曲	34
患儿近半日出现发热	34
激惹	34
暂	34
室	34
她	34
证实	34
与人	34
略有	34
阿普唑仑	34
美容	34
平滑肌瘤	34
鲁米那	34
疮	34
病重	34
皮质	34
指间	34
咬	34
醒转	34
方式	34
均未	34
青紫	34
米芙	34
低值	34
进入	34
描述	34
内脏	34
摄氏度	34
性脑	34
又再	34
变黑	34
等待	34
整	34
近期有咳嗽	34
睡醒	34
期有	34
胖	34
授精	34
平喘	34
有颈	34
舒张	34
白云	34
上旬	34
口干欲饮	34
即咳	34
兴奋	34
残余胞质	34
瞳孔	34
早泄	34
伤及	34
与现配偶同居	34
吞	34
收	34
脘腹	34
来诊要求行助孕	34
面颈	34
西替利嗪	34
非剧烈性	34
工	34
百	33
毒	33
生理盐水	33
针灸	33
口舌歪斜	33
劳损	33
七	33
毛囊炎	33
松	33
制	33
救护车	33
蛋黄	33
药效过	33
表情	33
固	33
辅助生殖技术	33
眼科	33
嗜烟	33
淡漠	33
雄	33
以中	33
痒剧	33
左脚	33
维	33
甲状腺球蛋白抗体	33
交	33
试	33
更年	33
红色皮肤斑	33
舌下	33
约为原量	33
今日来我科复诊	33
随访	33
觉左	33
视野	33
海	33
胎儿窘迫	33
粘厚稠黄	33
面赤	33
眨眼	33
眼角	33
已育	33
快速	33
电灼	33
滞留	33
重度混合性肺通气功能障碍	33
指数	33
年人药流	33
撕裂	33
墨绿色	33
颅脑	32
吸毒	32
哭	32
养猫	32
泄泻	32
嘱	32
性质待定	32
戴镜	32
细菌	32
抽筋	32
肋骨	32
观察	32
腰腹	32
转变	32
喉疾灵	32
球囊	32
疣	32
涂	32
骶	32
挖鼻	32
清晨	32
溢脓	32
说	32
颗	32
疫区游居	32
体温又升	32
居住	32
刮治	32
再通	32
代谢	32
腹疼	32
拟行	32
确定	32
踩棉花感	32
医	32
心室	32
吃饭	32
顶部	32
结膜	32
斜疝	32
院予	32
呈紧砸样	32
不愿与人交	32
芬	32
山	32
肝脏	32
芬吗通	32
包裹	32
行走右脚拖步	32
断乳	32
百多邦	32
不肯	31
分型	31
神智	31
变细	31
二十	31
畅	31
干扰素	31
人员	31
冒冷汗	31
左肘	31
满意	31
泌	31
右脚	31
用手	31
挫伤	31
疝	31
肩周	31
淋	31
但间	31
近段	31
宫颈癌筛查未见异常	31
滴	31
班	31
四肢风团样丘疹	31
叮咬	31
脘腹胀满	31
血色紫暗	31
颈背	31
附着	31
小时前进餐后突发	31
声低	31
伸舌	31
抗核抗体	31
日久不愈	31
发抖	31
因暴怒而加重	31
双侧卵巢各可见	31
残质	31
子宫内膜稍薄	31
无咯粉红色泡沬痰	31
雷尼替丁	31
酮康唑	31
呼叫	31
微肿	31
卵巢早衰	31
法	31
加强	31
以右侧为	31
仍间	31
暴躁	31
紧实样	31
评估	31
狼疮性肾炎	31
角化	31
屈光不	31
继	31
奶液	31
过劳	31
当晚	31
越来越	31
美托洛尔	31
耳廓	31
腰酸膝软	30
其母	30
浆膜	30
表皮	30
喉科	30
碘	30
光滑	30
不愈	30
色褐	30
拆除	30
误入	30
损害	30
共排	30
抗精	30
玩耍	30
囊肿剥除术	30
电脑	30
结合球蛋白	30
复位	30
绿涕	30
于我科行局部冲洗后症状明显好转	30
便烂	30
瘀	30
能忍受	30
味觉减退	30
清洗	30
不能缓解而来院诊治	30
如厕	30
鼻鼾	30
牙石	30
缺如	30
海珠区	30
月经周期有紊乱	30
流浊涕	30
心电监护	30
需扶持	30
一侧	30
误咽鱼骨	30
稍甚	30
频率	30
减肥	30
紫绀	30
草	30
腥味	30
云南	30
时聚时散	30
眼突	30
做过	30
下坠	30
无明显临床症状	30
绞榨样	30
上叶	30
实	29
甚至	29
冲凉	29
怕	29
本季	29
稠痰	29
站起	29
非典型增生	29
遗忘	29
胀满不舒	29
渗	29
家里	29
腮腺炎	29
射	29
服用抗凝血	29
喉干	29
氧	29
淡黄	29
冻	29
加密	29
日夜颠倒	29
言语不清晰	29
否认进食特殊食物	29
物为	29
麻醉	29
玩	29
书	29
男女双方未行相关优生检查	29
赛可平	29
封	29
强直性脊柱炎	29
淋雨	29
实性	29
参	29
衣	29
黄体酮胶丸	29
嘴	29
固肾安胎丸	29
士	29
恒牙	29
喝水	29
迅速	29
色绿	29
杜液	28
胞	28
儿科	28
蛇胆川贝	28
觉脐上方阵发性疼痛	28
氯吡格雷	28
耻骨	28
补充	28
浓	28
候	28
曾去	28
伴轻	28
奶量	28
高位	28
与现配偶结婚	28
微创	28
斑疹	28
几丁糖	28
变灰黄	28
闪光	28
倍	28
阿尔茨海默病	28
醇	28
别	28
限	28
息粗促	28
体积	28
仃药	28
到荔湾区中医院就诊	28
他巴唑	28
充盈	28
总数	28
静坐	28
告知	28
跟	28
又复	28
全身起散在	28
表	28
产程	28
折	28
曾被	28
跳	28
青春	28
立	28
鞍形子宫	28
磨牙	28
米粒大小	28
嘈杂	28
肛	28
冰冷	28
爷爷	28
紧感	28
两眼	28
胆道	28
侵犯	28
丰富	28
必要	28
蠕动	28
升至	28
相应	28
得冷	28
苔	28
尤	28
硬膜	28
胸胁满胀	28
弥漫	28
支炎	28
额	28
右髋	28
为稀	28
数目	27
两目	27
寐少梦多	27
仍未	27
去世	27
厄贝沙坦	27
阿托品	27
