0	1	2
患者于今天开始出现	19	[['患者于今天', '开始出现', 2.31], ['患者于今天开始', '出现', 11.26], ['患者于', '今天开始出现', 27.37], ['患者于今', '天开始出现', 2261.9]]
患者于今天开始出现	19	[['患者于今天', '开始出现', 2.31], ['患者于今天开始', '出现', 11.26], ['患者于', '今天开始出现', 27.37], ['患者于今', '天开始出现', 2261.9]]
患者于今晨开始出现	6	[['患者于今晨', '开始出现', 14.27], ['患者于', '今晨开始出现', 21.81]]
患者于今晨开始出现	6	[['患者于今晨', '开始出现', 14.27], ['患者于', '今晨开始出现', 21.81]]
慢性浅表性胃炎病史	9	[['慢性浅表性胃炎', '病史', 0.23], ['慢性', '浅表性胃炎病史', 53.34]]
慢性浅表性胃炎病史	9	[['慢性浅表性胃炎', '病史', 0.23], ['慢性', '浅表性胃炎病史', 53.34]]
诱因出现腰骶部疼痛	5	[['诱因出现', '腰骶部疼痛', 5.51], ['诱因', '出现腰骶部疼痛', 52.91]]
诱因出现腰骶部疼痛	5	[['诱因出现', '腰骶部疼痛', 5.51], ['诱因', '出现腰骶部疼痛', 52.91]]
无明显诱因出现头部	6	[['无明显诱因出现', '头部', 0.11], ['无明显诱因出现头', '部', 11.29], ['无明显诱因', '出现头部', 34.35]]
无明显诱因出现头部	6	[['无明显诱因出现', '头部', 0.11], ['无明显诱因出现头', '部', 11.29], ['无明显诱因', '出现头部', 34.35]]
无明显诱因出现头部	6	[['无明显诱因出现', '头部', 0.11], ['无明显诱因出现头', '部', 11.29], ['无明显诱因', '出现头部', 34.35]]
反复阴道分泌物增多	6	[['反复', '阴道分泌物增多', 0.08], ['反复阴道', '分泌物增多', 17.76]]
反复阴道分泌物增多	6	[['反复', '阴道分泌物增多', 0.08], ['反复阴道', '分泌物增多', 17.76]]
暴饮暴食致脘腹胀痛	10	-
左侧输卵管伞端不通	8	[['左侧输卵管伞端', '不通', 273.41]]
计划怀孕至今未避孕	9	[['计划怀孕', '至今未避孕', 8.42]]
左侧输卵管切除手术	18	[['左侧输卵管切除', '手术', 51.51], ['左侧输卵管', '切除手术', 655.02]]
左侧输卵管切除手术	18	[['左侧输卵管切除', '手术', 51.51], ['左侧输卵管', '切除手术', 655.02]]
患者昨天起出现腹泻	18	[['患者昨天起出现', '腹泻', 8.68], ['患者昨天', '起出现腹泻', 150.04]]
患者昨天起出现腹泻	18	[['患者昨天起出现', '腹泻', 8.68], ['患者昨天', '起出现腹泻', 150.04]]
小时前病人出现头痛	31	[['小时前病人出现', '头痛', 0.8], ['小时前病人', '出现头痛', 114.61]]
小时前病人出现头痛	31	[['小时前病人出现', '头痛', 0.8], ['小时前病人', '出现头痛', 114.61]]
子宫内膜息肉样增生	38	[['子宫内膜', '息肉样增生', 218.99], ['子宫内膜息肉', '样增生', 781.89]]
子宫内膜息肉样增生	38	[['子宫内膜', '息肉样增生', 218.99], ['子宫内膜息肉', '样增生', 781.89]]
自述右下牙齿有龋洞	10	-
长期服用降脂药治疗	7	-
否认有青霉素过敏史	15	-
右上肢起皮疹伴瘙痒	6	[['右', '上肢起皮疹伴瘙痒', 4.23], ['右上肢起皮疹伴', '瘙痒', 25.5], ['右上肢起皮疹', '伴瘙痒', 26.46], ['右上肢', '起皮疹伴瘙痒', 26.58]]
右上肢起皮疹伴瘙痒	6	[['右', '上肢起皮疹伴瘙痒', 4.23], ['右上肢起皮疹伴', '瘙痒', 25.5], ['右上肢起皮疹', '伴瘙痒', 26.46], ['右上肢', '起皮疹伴瘙痒', 26.58]]
右上肢起皮疹伴瘙痒	6	[['右', '上肢起皮疹伴瘙痒', 4.23], ['右上肢起皮疹伴', '瘙痒', 25.5], ['右上肢起皮疹', '伴瘙痒', 26.46], ['右上肢', '起皮疹伴瘙痒', 26.58]]
右上肢起皮疹伴瘙痒	6	[['右', '上肢起皮疹伴瘙痒', 4.23], ['右上肢起皮疹伴', '瘙痒', 25.5], ['右上肢起皮疹', '伴瘙痒', 26.46], ['右上肢', '起皮疹伴瘙痒', 26.58]]
胃镜检查示慢性胃炎	8	[['胃镜检查示', '慢性胃炎', 9.43]]
小时前出现左上腹痛	8	[['小时前出现', '左上腹痛', 9.37], ['小时前', '出现左上腹痛', 16.16]]
小时前出现左上腹痛	8	[['小时前出现', '左上腹痛', 9.37], ['小时前', '出现左上腹痛', 16.16]]
食物后开始出现咽痛	5	[['食物', '后开始出现咽痛', 107.46]]
过程中突然出现头晕	9	[['过程中突然出现', '头晕', 2.44], ['过程中突然', '出现头晕', 175.4], ['过程中', '突然出现头晕', 186.61]]
过程中突然出现头晕	9	[['过程中突然出现', '头晕', 2.44], ['过程中突然', '出现头晕', 175.4], ['过程中', '突然出现头晕', 186.61]]
过程中突然出现头晕	9	[['过程中突然出现', '头晕', 2.44], ['过程中突然', '出现头晕', 175.4], ['过程中', '突然出现头晕', 186.61]]
半天前出现阴道出血	9	[['半天前出现', '阴道出血', 3.27], ['半天前', '出现阴道出血', 5.95]]
半天前出现阴道出血	9	[['半天前出现', '阴道出血', 3.27], ['半天前', '出现阴道出血', 5.95]]
不慎跌倒致头部疼痛	21	[['不慎跌倒致头部', '疼痛', 7.32], ['不慎跌倒致', '头部疼痛', 2187.5]]
不慎跌倒致头部疼痛	21	[['不慎跌倒致头部', '疼痛', 7.32], ['不慎跌倒致', '头部疼痛', 2187.5]]
皮疹伴瘙痒反复发作	8	[['皮疹伴瘙痒', '反复发作', 1.78]]
头部转动时症状明显	12	[['头部转动时', '症状明显', 546.2], ['头部转动', '时症状明显', 1880.88]]
头部转动时症状明显	12	[['头部转动时', '症状明显', 546.2], ['头部转动', '时症状明显', 1880.88]]
同房使用避孕套避孕	7	[['同房', '使用避孕套避孕', 3.27]]
右下后牙冷热刺激痛	12	[['右下后牙', '冷热刺激痛', 3.34], ['右下后牙冷热刺激', '痛', 10.4], ['右下', '后牙冷热刺激痛', 566.04], ['右下后牙冷热', '刺激痛', 9375.0]]
右下后牙冷热刺激痛	12	[['右下后牙', '冷热刺激痛', 3.34], ['右下后牙冷热刺激', '痛', 10.4], ['右下', '后牙冷热刺激痛', 566.04], ['右下后牙冷热', '刺激痛', 9375.0]]
右下后牙冷热刺激痛	12	[['右下后牙', '冷热刺激痛', 3.34], ['右下后牙冷热刺激', '痛', 10.4], ['右下', '后牙冷热刺激痛', 566.04], ['右下后牙冷热', '刺激痛', 9375.0]]
右下后牙冷热刺激痛	12	[['右下后牙', '冷热刺激痛', 3.34], ['右下后牙冷热刺激', '痛', 10.4], ['右下', '后牙冷热刺激痛', 566.04], ['右下后牙冷热', '刺激痛', 9375.0]]
患者半日前开始出现	13	[['患者半日前', '开始出现', 24.44], ['患者半', '日前开始出现', 511.41]]
患者半日前开始出现	13	[['患者半日前', '开始出现', 24.44], ['患者半', '日前开始出现', 511.41]]
异位妊娠在我院治疗	5	[['异位妊娠', '在我院治疗', 104.73]]
周前起出现咳嗽咯黄	28	[['周前起出现咳嗽', '咯黄', 230.57], ['周前起出现', '咳嗽咯黄', 16470.59]]
周前起出现咳嗽咯黄	28	[['周前起出现咳嗽', '咯黄', 230.57], ['周前起出现', '咳嗽咯黄', 16470.59]]
患者今天前开始出现	29	[['患者今天', '前开始出现', 33.42], ['患者今', '天前开始出现', 458.5]]
患者今天前开始出现	29	[['患者今天', '前开始出现', 33.42], ['患者今', '天前开始出现', 458.5]]
抗甲状腺球蛋白抗体	8	[['抗', '甲状腺球蛋白抗体', 84.66]]
左下后牙充填物脱落	16	[['左下后牙', '充填物脱落', 59.58], ['左下', '后牙充填物脱落', 1172.16]]
左下后牙充填物脱落	16	[['左下后牙', '充填物脱落', 59.58], ['左下', '后牙充填物脱落', 1172.16]]
外露部位起皮疹伴痒	8	-
孕期于我院定期产检	12	[['孕期于', '我院定期产检', 5853.66]]
双侧输卵管逆行通液	24	-
右侧卵巢囊肿剔除术	15	[['右侧', '卵巢囊肿剔除术', 24.23], ['右侧卵巢囊肿剔除', '术', 166.24], ['右侧卵巢', '囊肿剔除术', 534.19], ['右侧卵巢囊肿', '剔除术', 541.13]]
右侧卵巢囊肿剔除术	15	[['右侧', '卵巢囊肿剔除术', 24.23], ['右侧卵巢囊肿剔除', '术', 166.24], ['右侧卵巢', '囊肿剔除术', 534.19], ['右侧卵巢囊肿', '剔除术', 541.13]]
右侧卵巢囊肿剔除术	15	[['右侧', '卵巢囊肿剔除术', 24.23], ['右侧卵巢囊肿剔除', '术', 166.24], ['右侧卵巢', '囊肿剔除术', 534.19], ['右侧卵巢囊肿', '剔除术', 541.13]]
右侧卵巢囊肿剔除术	15	[['右侧', '卵巢囊肿剔除术', 24.23], ['右侧卵巢囊肿剔除', '术', 166.24], ['右侧卵巢', '囊肿剔除术', 534.19], ['右侧卵巢囊肿', '剔除术', 541.13]]
心脏起搏器植入治疗	5	-
小时前开始出现畏寒	18	[['小时前开始出现', '畏寒', 0.59], ['小时前', '开始出现畏寒', 8.73], ['小时', '前开始出现畏寒', 17.77], ['小时前开始', '出现畏寒', 42.36]]
小时前开始出现畏寒	18	[['小时前开始出现', '畏寒', 0.59], ['小时前', '开始出现畏寒', 8.73], ['小时', '前开始出现畏寒', 17.77], ['小时前开始', '出现畏寒', 42.36]]
小时前开始出现畏寒	18	[['小时前开始出现', '畏寒', 0.59], ['小时前', '开始出现畏寒', 8.73], ['小时', '前开始出现畏寒', 17.77], ['小时前开始', '出现畏寒', 42.36]]
小时前开始出现畏寒	18	[['小时前开始出现', '畏寒', 0.59], ['小时前', '开始出现畏寒', 8.73], ['小时', '前开始出现畏寒', 17.77], ['小时前开始', '出现畏寒', 42.36]]
既往有腰椎间盘突出	10	[['既往有', '腰椎间盘突出', 2.84]]
慢性支气管炎等病史	6	[['慢性支气管炎', '等病史', 1.14]]
无明显诱因出现颜面	12	[['无明显诱因出现', '颜面', 0.43], ['无明显诱因', '出现颜面', 37.48]]
无明显诱因出现颜面	12	[['无明显诱因出现', '颜面', 0.43], ['无明显诱因', '出现颜面', 37.48]]
我院宫腔镜检查提示	15	[['我院', '宫腔镜检查提示', 32.83], ['我院宫腔镜检查', '提示', 52.33], ['我院宫腔镜', '检查提示', 1506.02]]
我院宫腔镜检查提示	15	[['我院', '宫腔镜检查提示', 32.83], ['我院宫腔镜检查', '提示', 52.33], ['我院宫腔镜', '检查提示', 1506.02]]
我院宫腔镜检查提示	15	[['我院', '宫腔镜检查提示', 32.83], ['我院宫腔镜检查', '提示', 52.33], ['我院宫腔镜', '检查提示', 1506.02]]
全身起风团伴痒数天	14	[['全身起风团伴痒', '数天', 8.31]]
左侧卵巢囊肿剥除术	7	[['左侧', '卵巢囊肿剥除术', 56.6], ['左侧卵巢', '囊肿剥除术', 642.79]]
左侧卵巢囊肿剥除术	7	[['左侧', '卵巢囊肿剥除术', 56.6], ['左侧卵巢', '囊肿剥除术', 642.79]]
持续约数分钟后缓解	5	[['持续约数分钟', '后缓解', 11.1]]
曾在我院行冠脉造影	9	[['曾在我院', '行冠脉造影', 1357.47], ['曾在我院行', '冠脉造影', 2922.08]]
曾在我院行冠脉造影	9	[['曾在我院', '行冠脉造影', 1357.47], ['曾在我院行', '冠脉造影', 2922.08]]
右上后牙充填物脱落	15	[['右上后牙', '充填物脱落', 69.68], ['右上', '后牙充填物脱落', 677.2]]
右上后牙充填物脱落	15	[['右上后牙', '充填物脱落', 69.68], ['右上', '后牙充填物脱落', 677.2]]
既往有胆囊结石病史	6	[['既往有胆囊结石', '病史', 7.58], ['既往有', '胆囊结石病史', 10.8], ['既往', '有胆囊结石病史', 12.54]]
既往有胆囊结石病史	6	[['既往有胆囊结石', '病史', 7.58], ['既往有', '胆囊结石病史', 10.8], ['既往', '有胆囊结石病史', 12.54]]
既往有胆囊结石病史	6	[['既往有胆囊结石', '病史', 7.58], ['既往有', '胆囊结石病史', 10.8], ['既往', '有胆囊结石病史', 12.54]]
睡眠呼吸暂停综合征	10	[['睡眠呼吸暂停', '综合征', 541.71]]
不慎将铁屑误入右眼	10	-
患者一周前开始出现	14	[['患者一周前', '开始出现', 11.91], ['患者一周前开始', '出现', 16.59], ['患者一', '周前开始出现', 91.1], ['患者一周', '前开始出现', 275.81]]
患者一周前开始出现	14	[['患者一周前', '开始出现', 11.91], ['患者一周前开始', '出现', 16.59], ['患者一', '周前开始出现', 91.1], ['患者一周', '前开始出现', 275.81]]
患者一周前开始出现	14	[['患者一周前', '开始出现', 11.91], ['患者一周前开始', '出现', 16.59], ['患者一', '周前开始出现', 91.1], ['患者一周', '前开始出现', 275.81]]
患者一周前开始出现	14	[['患者一周前', '开始出现', 11.91], ['患者一周前开始', '出现', 16.59], ['患者一', '周前开始出现', 91.1], ['患者一周', '前开始出现', 275.81]]
腹腔镜卵巢囊肿手术	8	[['腹腔镜', '卵巢囊肿手术', 230.15]]
四肢起皮疹伴痒数天	20	[['四肢起皮疹伴痒', '数天', 9.9], ['四肢', '起皮疹伴痒数天', 102.5], ['四肢起皮疹伴', '痒数天', 1367.99]]
四肢起皮疹伴痒数天	20	[['四肢起皮疹伴痒', '数天', 9.9], ['四肢', '起皮疹伴痒数天', 102.5], ['四肢起皮疹伴', '痒数天', 1367.99]]
四肢起皮疹伴痒数天	20	[['四肢起皮疹伴痒', '数天', 9.9], ['四肢', '起皮疹伴痒数天', 102.5], ['四肢起皮疹伴', '痒数天', 1367.99]]
突然出现上腹部疼痛	13	[['突然出现', '上腹部疼痛', 50.53], ['突然', '出现上腹部疼痛', 147.14]]
突然出现上腹部疼痛	13	[['突然出现', '上腹部疼痛', 50.53], ['突然', '出现上腹部疼痛', 147.14]]
小时更换一次卫生巾	11	-
患者家长代诉其反复	5	[['患者家长代诉其', '反复', 3.29]]
无伴咳粉红色泡沫痰	13	[['无伴', '咳粉红色泡沫痰', 0.23]]
发现右下后牙咬合痛	5	[['发现', '右下后牙咬合痛', 2.17], ['发现右下后牙', '咬合痛', 54.86]]
发现右下后牙咬合痛	5	[['发现', '右下后牙咬合痛', 2.17], ['发现右下后牙', '咬合痛', 54.86]]
左侧输卵管远端粘连	5	-
今早起床后出现头晕	5	[['今早起床后', '出现头晕', 42.63], ['今早起床', '后出现头晕', 645.99]]
今早起床后出现头晕	5	[['今早起床后', '出现头晕', 42.63], ['今早起床', '后出现头晕', 645.99]]
患者半天前觉剑突下	14	[['患者', '半天前觉剑突下', 5.15], ['患者半天前觉', '剑突下', 34.44], ['患者半', '天前觉剑突下', 6451.61]]
患者半天前觉剑突下	14	[['患者', '半天前觉剑突下', 5.15], ['患者半天前觉', '剑突下', 34.44], ['患者半', '天前觉剑突下', 6451.61]]
患者半天前觉剑突下	14	[['患者', '半天前觉剑突下', 5.15], ['患者半天前觉', '剑突下', 34.44], ['患者半', '天前觉剑突下', 6451.61]]
盆腔子宫内膜异位症	28	[['盆腔', '子宫内膜异位症', 158.6], ['盆腔子宫内膜异位', '症', 199.6]]
盆腔子宫内膜异位症	28	[['盆腔', '子宫内膜异位症', 158.6], ['盆腔子宫内膜异位', '症', 199.6]]
侧输卵管切开取胚术	9	[['侧输卵管', '切开取胚术', 9890.11]]
患者平素月经不规律	5	[['患者', '平素月经不规律', 0.56], ['患者平素月经', '不规律', 4.8], ['患者平素', '月经不规律', 40.4]]
患者平素月经不规律	5	[['患者', '平素月经不规律', 0.56], ['患者平素月经', '不规律', 4.8], ['患者平素', '月经不规律', 40.4]]
患者平素月经不规律	5	[['患者', '平素月经不规律', 0.56], ['患者平素月经', '不规律', 4.8], ['患者平素', '月经不规律', 40.4]]
当地治疗症状稍好转	5	[['当地治疗症状', '稍好转', 0.5], ['当地治疗', '症状稍好转', 192.01]]
当地治疗症状稍好转	5	[['当地治疗症状', '稍好转', 0.5], ['当地治疗', '症状稍好转', 192.01]]
发现阴道血性分泌物	11	[['发现', '阴道血性分泌物', 1.0], ['发现阴道', '血性分泌物', 177.56]]
发现阴道血性分泌物	11	[['发现', '阴道血性分泌物', 1.0], ['发现阴道', '血性分泌物', 177.56]]
一直未避孕至今未孕	7	[['一直未避孕', '至今未孕', 0.21], ['一直', '未避孕至今未孕', 53.42]]
一直未避孕至今未孕	7	[['一直未避孕', '至今未孕', 0.21], ['一直', '未避孕至今未孕', 53.42]]
出现散在粟粒样皮疹	8	[['出现散在', '粟粒样皮疹', 2693.6]]
现由家属送我院就诊	8	-
小时前出现阴道出血	29	[['小时前出现', '阴道出血', 1.49], ['小时前', '出现阴道出血', 6.17], ['小时前出现阴道', '出血', 13.06]]
小时前出现阴道出血	29	[['小时前出现', '阴道出血', 1.49], ['小时前', '出现阴道出血', 6.17], ['小时前出现阴道', '出血', 13.06]]
小时前出现阴道出血	29	[['小时前出现', '阴道出血', 1.49], ['小时前', '出现阴道出血', 6.17], ['小时前出现阴道', '出血', 13.06]]
行宫腔镜粘连分离术	6	[['行宫腔镜粘连分离', '术', 12.58], ['行宫腔镜', '粘连分离术', 520.83]]
行宫腔镜粘连分离术	6	[['行宫腔镜粘连分离', '术', 12.58], ['行宫腔镜', '粘连分离术', 520.83]]
术后未能遵医嘱服用	5	-
呈阵发性闪电样疼痛	11	[['呈阵发性', '闪电样疼痛', 25.38]]
症状反复视病重来诊	25	[['症状反复', '视病重来诊', 1.01]]
全身风团伴瘙痒半天	6	[['全身风团伴瘙痒', '半天', 3.84]]
否认依折麦布不耐受	6	-
我院诊断为慢性阻塞	17	[['我院诊断为', '慢性阻塞', 37.66], ['我院', '诊断为慢性阻塞', 50.74]]
我院诊断为慢性阻塞	17	[['我院诊断为', '慢性阻塞', 37.66], ['我院', '诊断为慢性阻塞', 50.74]]
无明显诱因出现哭闹	7	[['无明显诱因出现', '哭闹', 0.23], ['无明显诱因', '出现哭闹', 40.08]]
无明显诱因出现哭闹	7	[['无明显诱因出现', '哭闹', 0.23], ['无明显诱因', '出现哭闹', 40.08]]
间觉脐周阵发性疼痛	7	[['间', '觉脐周阵发性疼痛', 2.6], ['间觉', '脐周阵发性疼痛', 308.1]]
间觉脐周阵发性疼痛	7	[['间', '觉脐周阵发性疼痛', 2.6], ['间觉', '脐周阵发性疼痛', 308.1]]
予以药物治疗后症状	15	[['予以药物治疗后', '症状', 7.21], ['予以药物治疗', '后症状', 121.22], ['予以药物治疗后症', '状', 359.2], ['予以药物', '治疗后症状', 1315.79]]
予以药物治疗后症状	15	[['予以药物治疗后', '症状', 7.21], ['予以药物治疗', '后症状', 121.22], ['予以药物治疗后症', '状', 359.2], ['予以药物', '治疗后症状', 1315.79]]
予以药物治疗后症状	15	[['予以药物治疗后', '症状', 7.21], ['予以药物治疗', '后症状', 121.22], ['予以药物治疗后症', '状', 359.2], ['予以药物', '治疗后症状', 1315.79]]
予以药物治疗后症状	15	[['予以药物治疗后', '症状', 7.21], ['予以药物治疗', '后症状', 121.22], ['予以药物治疗后症', '状', 359.2], ['予以药物', '治疗后症状', 1315.79]]
不慎将铁屑误入左眼	8	-
患者半小时前被金属	5	-
患者诉左下后牙疼痛	6	[['患者诉', '左下后牙疼痛', 0.87], ['患者诉左下后牙', '疼痛', 5.86]]
患者诉左下后牙疼痛	6	[['患者诉', '左下后牙疼痛', 0.87], ['患者诉左下后牙', '疼痛', 5.86]]
心电图检查未见异常	11	[['心电图检查', '未见异常', 23.44], ['心电图', '检查未见异常', 50.04]]
心电图检查未见异常	11	[['心电图检查', '未见异常', 23.44], ['心电图', '检查未见异常', 50.04]]
到荔湾区中医院就诊	16	-
患者要求输卵管造影	6	[['患者', '要求输卵管造影', 0.58], ['患者要求', '输卵管造影', 56.15]]
患者要求输卵管造影	6	[['患者', '要求输卵管造影', 0.58], ['患者要求', '输卵管造影', 56.15]]
治疗后未见明显好转	5	[['治疗', '后未见明显好转', 5.41]]
四肢起皮疹伴痒数周	9	[['四肢起皮疹伴痒', '数周', 50.51], ['四肢起皮疹伴', '痒数周', 3529.41]]
四肢起皮疹伴痒数周	9	[['四肢起皮疹伴痒', '数周', 50.51], ['四肢起皮疹伴', '痒数周', 3529.41]]
脸部起皮疹伴痒反复	9	[['脸部起皮疹伴痒', '反复', 5.36], ['脸部', '起皮疹伴痒反复', 99.73], ['脸部起皮疹伴', '痒反复', 306.12]]
脸部起皮疹伴痒反复	9	[['脸部起皮疹伴痒', '反复', 5.36], ['脸部', '起皮疹伴痒反复', 99.73], ['脸部起皮疹伴', '痒反复', 306.12]]
脸部起皮疹伴痒反复	9	[['脸部起皮疹伴痒', '反复', 5.36], ['脸部', '起皮疹伴痒反复', 99.73], ['脸部起皮疹伴', '痒反复', 306.12]]
即刻到我院急诊求诊	16	[['即刻', '到我院急诊求诊', 978.59]]
患儿中午起出现发热	11	[['患儿中午起', '出现发热', 45.56], ['患儿', '中午起出现发热', 65.13], ['患儿中午', '起出现发热', 7189.54]]
患儿中午起出现发热	11	[['患儿中午起', '出现发热', 45.56], ['患儿', '中午起出现发热', 65.13], ['患儿中午', '起出现发热', 7189.54]]
患儿中午起出现发热	11	[['患儿中午起', '出现发热', 45.56], ['患儿', '中午起出现发热', 65.13], ['患儿中午', '起出现发热', 7189.54]]
双侧输卵管修复整形	12	-
早期绒毛和蜕膜组织	10	-
卵巢畸胎瘤术后复查	5	[['卵巢畸胎瘤', '术后复查', 86.58]]
有十二指肠溃疡病史	13	[['有', '十二指肠溃疡病史', 0.67]]
患者今天前出现头晕	27	[['患者今天前出现', '头晕', 14.62], ['患者今天', '前出现头晕', 48.0], ['患者今', '天前出现头晕', 164.18]]
患者今天前出现头晕	27	[['患者今天前出现', '头晕', 14.62], ['患者今天', '前出现头晕', 48.0], ['患者今', '天前出现头晕', 164.18]]
患者今天前出现头晕	27	[['患者今天前出现', '头晕', 14.62], ['患者今天', '前出现头晕', 48.0], ['患者今', '天前出现头晕', 164.18]]
呼吸科住院治疗好转	10	[['呼吸科住院治疗', '好转', 3.26], ['呼吸科住院', '治疗好转', 384.47], ['呼吸科', '住院治疗好转', 4464.29]]
呼吸科住院治疗好转	10	[['呼吸科住院治疗', '好转', 3.26], ['呼吸科住院', '治疗好转', 384.47], ['呼吸科', '住院治疗好转', 4464.29]]
呼吸科住院治疗好转	10	[['呼吸科住院治疗', '好转', 3.26], ['呼吸科住院', '治疗好转', 384.47], ['呼吸科', '住院治疗好转', 4464.29]]
后出现全身皮肤瘙痒	16	[['后', '出现全身皮肤瘙痒', 0.9], ['后出现', '全身皮肤瘙痒', 9.83], ['后出现全身', '皮肤瘙痒', 318.34]]
后出现全身皮肤瘙痒	16	[['后', '出现全身皮肤瘙痒', 0.9], ['后出现', '全身皮肤瘙痒', 9.83], ['后出现全身', '皮肤瘙痒', 318.34]]
后出现全身皮肤瘙痒	16	[['后', '出现全身皮肤瘙痒', 0.9], ['后出现', '全身皮肤瘙痒', 9.83], ['后出现全身', '皮肤瘙痒', 318.34]]
现仍有少量阴道流血	12	[['现仍有', '少量阴道流血', 22.66], ['现仍有少量', '阴道流血', 61.27]]
现仍有少量阴道流血	12	[['现仍有', '少量阴道流血', 22.66], ['现仍有少量', '阴道流血', 61.27]]
在我院住院安胎治疗	6	[['在我院住院', '安胎治疗', 59.45], ['在我院', '住院安胎治疗', 208.77]]
在我院住院安胎治疗	6	[['在我院住院', '安胎治疗', 59.45], ['在我院', '住院安胎治疗', 208.77]]
天开始出现皮肤黄染	26	[['天开始出现', '皮肤黄染', 236.28], ['天开始', '出现皮肤黄染', 984.85]]
天开始出现皮肤黄染	26	[['天开始出现', '皮肤黄染', 236.28], ['天开始', '出现皮肤黄染', 984.85]]
右侧宫外孕保守治疗	10	[['右侧', '宫外孕保守治疗', 26.09], ['右侧宫外孕', '保守治疗', 111.48]]
右侧宫外孕保守治疗	10	[['右侧', '宫外孕保守治疗', 26.09], ['右侧宫外孕', '保守治疗', 111.48]]
一直避孕套避孕至今	7	[['一直避孕套避孕', '至今', 26.79], ['一直', '避孕套避孕至今', 94.97]]
一直避孕套避孕至今	7	[['一直避孕套避孕', '至今', 26.79], ['一直', '避孕套避孕至今', 94.97]]
小时前出现右侧胸痛	5	[['小时前出现', '右侧胸痛', 3.82]]
在我院行宫颈锥切术	9	[['在我院', '行宫颈锥切术', 104.38], ['在我院行', '宫颈锥切术', 262.09], ['在我院行宫颈', '锥切术', 13846.15]]
在我院行宫颈锥切术	9	[['在我院', '行宫颈锥切术', 104.38], ['在我院行', '宫颈锥切术', 262.09], ['在我院行宫颈', '锥切术', 13846.15]]
在我院行宫颈锥切术	9	[['在我院', '行宫颈锥切术', 104.38], ['在我院行', '宫颈锥切术', 262.09], ['在我院行宫颈', '锥切术', 13846.15]]
双侧卵巢多囊样改变	35	[['双侧', '卵巢多囊样改变', 571.15], ['双侧卵巢', '多囊样改变', 1710.65]]
双侧卵巢多囊样改变	35	[['双侧', '卵巢多囊样改变', 571.15], ['双侧卵巢', '多囊样改变', 1710.65]]
昨晚开始出现阵发性	9	[['昨晚开始出现', '阵发性', 2.69], ['昨晚', '开始出现阵发性', 14.95], ['昨晚开始', '出现阵发性', 29.38]]
昨晚开始出现阵发性	9	[['昨晚开始出现', '阵发性', 2.69], ['昨晚', '开始出现阵发性', 14.95], ['昨晚开始', '出现阵发性', 29.38]]
昨晚开始出现阵发性	9	[['昨晚开始出现', '阵发性', 2.69], ['昨晚', '开始出现阵发性', 14.95], ['昨晚开始', '出现阵发性', 29.38]]
患者半天前出现咳嗽	6	[['患者半天前出现', '咳嗽', 0.14], ['患者', '半天前出现咳嗽', 0.5], ['患者半天前', '出现咳嗽', 0.9], ['患者半天', '前出现咳嗽', 95.42], ['患者半', '天前出现咳嗽', 106.35]]
患者半天前出现咳嗽	6	[['患者半天前出现', '咳嗽', 0.14], ['患者', '半天前出现咳嗽', 0.5], ['患者半天前', '出现咳嗽', 0.9], ['患者半天', '前出现咳嗽', 95.42], ['患者半', '天前出现咳嗽', 106.35]]
患者半天前出现咳嗽	6	[['患者半天前出现', '咳嗽', 0.14], ['患者', '半天前出现咳嗽', 0.5], ['患者半天前', '出现咳嗽', 0.9], ['患者半天', '前出现咳嗽', 95.42], ['患者半', '天前出现咳嗽', 106.35]]
患者半天前出现咳嗽	6	[['患者半天前出现', '咳嗽', 0.14], ['患者', '半天前出现咳嗽', 0.5], ['患者半天前', '出现咳嗽', 0.9], ['患者半天', '前出现咳嗽', 95.42], ['患者半', '天前出现咳嗽', 106.35]]
患者半天前出现咳嗽	6	[['患者半天前出现', '咳嗽', 0.14], ['患者', '半天前出现咳嗽', 0.5], ['患者半天前', '出现咳嗽', 0.9], ['患者半天', '前出现咳嗽', 95.42], ['患者半', '天前出现咳嗽', 106.35]]
无明显诱因出现颈肩	9	[['无明显诱因出现', '颈肩', 0.88], ['无明显诱因出现颈', '肩', 1022.73]]
无明显诱因出现颈肩	9	[['无明显诱因出现', '颈肩', 0.88], ['无明显诱因出现颈', '肩', 1022.73]]
小时前出现腹部不适	5	[['小时前出现', '腹部不适', 0.21], ['小时前', '出现腹部不适', 3.19]]
小时前出现腹部不适	5	[['小时前出现', '腹部不适', 0.21], ['小时前', '出现腹部不适', 3.19]]
为进一步治疗收住院	5	[['为进一步治疗', '收住院', 445.63]]
天前起反复出现头晕	9	[['天前起反复出现', '头晕', 13.65], ['天前起反复', '出现头晕', 245.57]]
天前起反复出现头晕	9	[['天前起反复出现', '头晕', 13.65], ['天前起反复', '出现头晕', 245.57]]
阴道少量褐色分泌物	6	[['阴道少量', '褐色分泌物', 43.3], ['阴道', '少量褐色分泌物', 49.08]]
阴道少量褐色分泌物	6	[['阴道少量', '褐色分泌物', 43.3], ['阴道', '少量褐色分泌物', 49.08]]
年前钡餐示慢性胃炎	14	-
家属发现其反应迟钝	5	[['家属发现其', '反应迟钝', 81.12]]
外院检查支原体阳性	5	[['外院', '检查支原体阳性', 4.47], ['外院检查', '支原体阳性', 14.28]]
