	0
倒地	55
伴有轻度	55
停经验尿妊娠试验弱阳性	55
清宫术后复查	55
不能回忆当时	55
尿蛋白定量	55
里	55
不能进食	55
全身起皮疹伴痒	55
并肿胀	55
内膜厚为	55
颈部肿大	55
双侧乳腺增生	55
坐起	55
以夜间咳嗽	55
缘于半天前	54
体位变动时明显	54
左下后牙松动	54
意识	54
相关检查	54
结肠癌术后	54
类药物	54
曾服药治疗	54
地贫基因	54
舌头	54
少许黄色粘痰	54
至我院就诊	54
身长	54
牙髓失活	54
一周前受凉感冒后再发	54
呈褐色	54
一直中西医诊治	54
混合性	54
扑尔敏	54
右眼红	54
希望改善	54
伴胸闷不适	54
前臂外伤	54
肢麻震颤	54
向下腹部及会阴	54
感冒灵	54
双侧输卵管阻塞	54
术后至今	54
多次类似病史	54
未服药治疗	54
少许渗血	54
活动加重	54
一直未预	54
未见报告单	54
抽动	54
面红	54
四环素	54
觉剑突下	54
全身起	54
增强	54
咳嗽剧烈时有	54
左下后牙牙龈肿痛	54
患者于一周前开始	54
明显改善	54
几个月	54
一直避孕	54
自行外涂	54
今早开始出现阵发性	54
弱精子症	54
产后复诊	54
药治疗	54
气味	54
基因	54
产后出血	54
百万	54
前开始出现	54
治疗后症状反复	54
皮疹扩大	54
之后未避孕	54
左下肢放射痛	54
脐周阵发性隐痛	54
伴颈部不适	54
阴道分泌物多	54
口腔异味	54
宫内早孕	54
患者今天前开始出现发热	54
状态	54
睡眠质量	54
冷刺激	54
向周围蔓延	54
刮伤	54
有慢性胃炎史	54
试补	54
即抱至本院急诊	54
有所加重	54
第一	54
额部	54
海鲜过敏	54
宫颈内	54
石	54
无鼻打喷嚏	53
为黄痰	53
皮肤干燥	53
未行任何检查	53
无明显诱因出现左下腹痛	53
拔	53
紧张不安	53
性震颤	53
量很少	53
平时有	53
余年前出现咳嗽	53
连声作呛	53
尚	53
今天开始出现	53
以低热	53
丙肝	53
今天开始出现畏寒	53
裂伤	53
连续	53
甘油三酯	53
丈夫外院精液检查弱精	53
夏天	53
睡眠欠安	53
自觉下腹胀痛	53
不愈合	53
肿物突出	53
左上腹痛	53
自服保济丸后	53
间有流涕	53
放置	53
活动稍受限	53
蛋花样	53
抬头	53
自觉左下后牙疼痛	53
餐	53
右侧卵巢大小	53
母乳喂养为主	53
昨晚开始出现	53
欲饮水	53
食后脘闷不舒	53
月经周期缩短	53
不明原因	53
突然出现头晕	53
甲亢等	53
比	53
觉脐周阵发性疼痛	53
胆囊切除术	53
自测早早孕	53
腿	53
无嗅觉障碍	53
最高血压	53
但有咽部不适	53
接受	53
生殖助孕	53
延同侧颞部放射	53
出血点	53
并伴有少许咳嗽	53
自觉下腹痛	53
测排	53
痰少而粘连成丝	53
月外院	53
黄短	53
反复出现腹痛	53
患儿今天起	53
乏力等	53
诊刮手术	53
寒冷	53
患者要求治疗	52
右侧腰部	52
但有咽痛	52
不明	52
有鼻涕	52
无意间	52
在老人	52
既往高血压病	52
林	52
淡黄色	52
可见龋形成	52
抗炎治疗	52
右侧输卵管切开取胚术	52
唐氏筛查	52
头孢过敏	52
气丸后	52
右肩	52
记忆	52
返院复诊	52
分布	52
咳嗽咯少许黄痰	52
睡眠稍差	52
心电图示	52
夹少量瘀块	52
无任何诱因突然指	52
累及胫前	52
值	52
足月剖腹	52
阳	52
可自行	52
入院治疗	52
活男婴	52
有渗液	52
腋下	52
已服	52
酸胀痛	52
自服用	52
水样便次	52
慢性肾脏病	52
服用优思明	52
月前起出现	52
活禽接触史	52
支气管扩张史	52
换药	52
烂牙	52
今来诊	52
菜	52
今日晚上	52
现场时测血压	52
前几天	52
长短不	52
肾上腺素	52
轻微疼痛	52
油腻	52
清创缝合	52
既往有颈椎病	52
引	52
未带验单	52
今天凌晨	52
露	52
流黄脓涕	52
有同样	52
肾功能	52
闭塞	52
背部起皮疹	52
结束	52
时突然出现头晕	52
呈刺	52
自己的病情	52
无意	52
本人输卵管	52
左下后牙咬物	52
白稠	52
少许流血	52
黄连	52
右侧肾癌术后	52
起风团	52
婚后夫妻	52
能缓解	52
起出现	52
大腿皮疹	52
内翻扭伤	52
婚后夫妻分居	52
为鲜红色	52
否认有肝炎	52
也	52
日进行	52
觉得	52
罗红霉素	52
到外院就诊	52
呈进行性加重	52
腰背痛	52
左下腹隐痛	52
间歇发热	52
初潮	51
穿	51
中午起发热	51
有支气管扩张	51
自服中药	51
破伤风	51
为羊粪状	51
持续约分钟	51
小时起上腹痛	51
要求造影	51
住	51
睡眠稍	51
流延	51
理疗	51
节育环	51
溃疡病史	51
喛腐吞酸	51
肾移植	51
发作过程	51
后出现头痛	51
检查封闭抗体阴性	51
影响外观	51
间歇发作	51
自行来院就诊	51
粉红色	51
有咳白痰	51
我院诊断为	51
性质剧烈	51
并有咳嗽	51
间有低热	51
无明显诱因出现腹部不适	51
日晒后加重	51
曾在我院	51
康复	51
虫	51
十余年	51
咳黄绿痰	51
病后	51
呕吐咖啡样	51
个人原因	51
苯海拉明	51
慢性肾功能衰竭	51
抗炎	51
深呼吸时	51
曾低热	51
活动时弹响	51
腹腔镜探查	51
眼泪	51
中苦而粘腻	51
双输卵管阻塞	51
家族	51
四肢厥冷	51
呛奶	51
下肢疼痛	51
不定期	51
易呕奶	51
大致	51
右肾	51
发展到	51
稀水样	51
婚后夫妻两地分居	51
至我院门诊就诊	51
有声咳	51
后滴	51
后症状减轻	51
要求行	51
来曲唑	51
双膝疼痛	51
全身皮肤	51
无咖啡色	51
腹部不适感	51
自数胎动如常	51
换环	51
伴烧心	51
超	51
自服用西药	51
未做	51
尿频尿痛	51
前出血	51
打嗝	51
容易咳	51
不慎被开	51
曾于外院	51
双下肢起皮疹	51
癫痫病史	50
未行检查	50
在外	50
复诊取药	50
宫内节育环位置正常	50
胸背部	50
自觉双眼红	50
等传染病史	50
右下肢放射痛	50
疗效欠佳	50
左侧精索静脉曲张	50
脱	50
无明显诱因突发	50
来院急诊	50
患者半月前起	50
龄	50
光	50
十余次	50
无明显诱因出现颈部疼痛	50
以下腹	50
无言语艰涩	50
血色红	50
胆囊炎病史	50
餐前	50
准备	50
前额部	50
中药调经	50
无伴有耳鸣	50
病毒	50
患者诉数天前	50
诱因出现腹痛	50
坠胀感	50
左侧腰部疼痛	50
发现皮肤黄染	50
近两个月	50
后出现恶心	50
呈暗红色	50
宫切除术	50
后可退热	50
眼部	50
坚持服药治疗	50
补牙	50
欲呕	50
数年来	50
动则加重	50
三日前	50
死亡	50
缘于昨天	50
口腔粘膜溃疡	50
脱屑伴痒	50
外院精液	50
皮疹可消退	50
肢体乏力等	50
活动可	50
额头	50
降糖	50
打球时	50
测血压偏高	50
风湿	50
无明显诱因出现咽部不适	50
鳞屑	50
昨天起解黄稀烂大便	50
脸部起皮疹反复	50
心悸和	50
左侧肾结石术后	50
皮试	50
小时前觉心悸	50
趾关节酸痛	50
自觉右下后牙疼痛	50
腥臭味	50
今日再次	50
注意	50
高胆固醇血症	50
别嘌醇	50
头面	50
手部	50
呈稀水样	50
母	50
前出现脐周	50
躯干四肢起皮疹伴瘙痒	50
泡沫样	50
病程日久	50
均为	50
上肢麻	50
曾到当地医院就诊	50
皮疹伴	49
全口	49
无明显诱因觉心悸	49
无口	49
易哭闹	49
患儿刚出现发热	49
血氧饱和度	49
抗卵巢抗体	49
痰音色黄	49
左侧头痛	49
月前出现咳嗽	49
时突发	49
泌尿	49
晕倒在地	49
左上牙齿疼痛	49
害怕	49
针刺样疼痛	49
可消退	49
超声示	49
开始出现左侧胸痛	49
不完全液化	49
双手皮疹伴瘙痒	49
孕期在外院定期产检	49
反射	49
来本院就诊	49
家庭原因逐渐出现	49
消化不良	49
要求输卵管造影手术	49
无明显诱因出现右侧	49
换	49
懒言	49
退烧药	49
血肌酐	49
脑血管意外	49
右侧腰部疼痛	49
多西环素	49
自行用药	49
尖锐湿疣	49
无伴瘙痒	49
安全	49
求拔	49
间歇气喘	49
渐加剧	49
无伴流	49
自行涂擦药物效不佳	49
形态	49
无咽喉梗塞感	49
下午开始出现畏寒	49
后可	49
情绪激动	49
觉咽部不适	49
至全身皮肤黄染	49
无遗大小	49
用药后好转	49
月经推迟	49
体质	49
无明显诱因出现右下腹痛	49
发现上	49
肢体不适感	49
其上	49
果	49
波动	49
牵涉痛	49
夜睡	49
直	49
面部起	49
月经周期规则	49
粉刺	49
胃癌	49
角	49
至我院	49
心梗	49
颈背痛	49
孕期外院	49
口角流涎	49
异常回声	49
擦伤	49
患儿今天前起发热	49
不慎摔倒	49
伴胸骨后	49
氨氯地平	49
伴胸	49
有腰	49
头孢孟多	49
周围神经	49
宫腔积血	49
腰椎病	48
甲硝唑	48
起反复	48
罗	48
患儿今天前开始出现	48
抗体阳性	48
后可好转	48
症状再次	48
绿色	48
平时月经规则	48
时间长	48
牙关紧咬	48
并伴有鼻塞	48
现皮疹	48
白带异味	48
结果未	48
与前	48
双肾	48
吞咽困难等不适	48
肾结石史	48
血迹	48
平素月经欠规则	48
无阴道瘙痒	48
心肌炎	48
躺下	48
既往有脑梗塞	48
产检发现	48
故来我科就诊	48
板蓝根	48
经治疗目前	48
以活动后	48
日前起出现	48
不慎从	48
患者今天开始出现咽痛	48
晚间	48
热惊厥	48
羊水过	48
痛风症史	48
患儿刚起发热	48
均正常	48
眼蒙	48
胃肠炎	48
然	48
粘膜下	48
挤压	48
无明显诱因出现咽干	48
孕酮提示黄体功能	48
三年	48
吞咽时加重	48
啼哭	48
不慎将	48
颈项	48
律	48
无伴头晕不适	48
休息后好转	48
昨日晚上	48
宫颈长	48
伴有少许	48
左肩	48
患者今天前开始出现畏寒	48
周前起咳嗽	48
半年前开始	48
检查示	48
足背	48
左乳	48
发现右上后牙疼痛	48
胎儿染色体	48
三年前	48
右侧耳	48
室性	48
余沥不尽	48
患者两天前起	48
无遗尿	48
无鼻鈕	48
庆大霉素	48
咯黄绿痰	48
无明显诱因出现剑突下	48
球	48
右上腹隐痛	48
肩部酸胀痛及	48
以夜间为甚	48
未哺乳	48
重度贫血	48
在外院诊治	48
无伴全身乏力	48
紊乱	48
以右侧为主	48
难忍来诊	48
前出现咳嗽	48
产后哺乳	48
大便稀水样	48
颌下淋巴结	48
输液治疗	48
持续约半小时	48
现继续	48
无发现	48
血色暗	48
既往曾行	48
引产后	48
朋友	48
牵拉	48
患者近一周	48
随即来	48
伴侣治疗	48
左侧输卵管妊娠	48
予以治疗后好转	48
治疗后症状减轻	48
双眼痒	48
肢体畏寒	47
激素治疗	47
心电图正常	47
创面	47
长期服用降压药物治疗	47
痛及上肢放射痛	47
腰骶部疼痛	47
无明显诱因出现左侧	47
胚胎长	47
牙龈疼痛	47
剖宫	47
多囊	47
有排	47
脉	47
急性胃肠炎	47
肌肉疼痛	47
只	47
觉咽干	47
尿量一般偏少	47
皮疹反复	47
中毒	47
稍突起	47
不适症状可缓解	47
糖尿病等	47
不愿进食	47
患者家属	47
下肢肿	47
片卫生巾	47
无伴听力下降	47
在本院按支气管炎处理	47
活动率	47
全身皮肤搔痒	47
未予	47
口苦口干	47
今早开始出现	47
抓之起划痕样风团	47
无明显诱因下出现阴道流血	47
患者拒绝	47
外观正常	47
泌尿道感染	47
患者于今晚	47
化脓	47
输尿管	47
周前起	47
伴疲乏	47
无放谢伴反酸嗳气	47
白粘	47
腹腔镜下盆腔粘连松解	47
边	47
约半小时	47
其家人	47
过程	47
长期服用药物治疗	47
返院	47
改善不明显	47
无伴烧心	47
失调	47
西	47
有所下降	47
呈摇晃状太	47
半天前觉	47
月经第	47
乙肝病史	47
喂养	47
自觉左下后牙肉疼痛	47
曾在当地医院就诊	47
患者仍	47
伴恶心呕吐胃内容	47
与月经周期	47
刚起	47
要求改善	47
其夫	47
抓破后	47
升	47
曾于我院住院	47
有排烂便	47
黄白色粘痰	47
勃起	47
今日开始	47
两个月	47
外院治疗后	47
恶露至今未	47
可恢复	47
刚才妇产科就诊	47
为黄色稀烂便	47
内消退	47
真菌性	47
有排水样便	47
节育环避孕	46
反复出现上腹痛	46
纵膈子宫	46
金	46
向运动	46
无尿频尿痛	46
为黄色脓涕	46
上唇	46
平素月经量	46
患儿昨起出现发热	46
宫颈防癌筛查正常	46
始出现上腹胀痛	46
月份	46
后出现上腹痛	46
慢性支气管炎病史	46
不规律性	46
量较前减少	46
白带黄色	46
发现左下	46
路	46
外院诊治	46
左侧胸	46
出现秃斑	46
至我院急诊	46
右乳	46
游泳后	46
银屑病	46
口服药物治疗	46
不愿	46
拟诊	46
大便偏干	46
物质	46
咳黄粘痰	46
于我院治疗后	46
右侧乳腺	46
困	46
但仍然	46
恶露干净	46
涉及	46
隆起	46
全身反复起风团伴痒	46
起疱	46
存	46
射精避孕	46
黄色水样大便	46
并逐渐加重	46
第三次	46
乳腺胀痛	46
牙龈易	46
宫内膜	46
并伴有头痛	46
消炎宁	46
患者于昨天开始出现头晕	46
持续数分钟	46
排软便	46
全身多	46
患者家属诉其	46
症史	46
一周来	46
进食减少	46
胆石症	46
鳞状	46
咬伤	46
进食时加重	46
季节	46
条	46
软膏	46
服务中	46
稍改善	46
以左下腹	46
天前进餐后突发	46
左下后牙齿疼痛	46
胎盘植入	46
流产术后复查	46
股骨	46
占位	46
进食后出现	46
视病	46
链霉素	46
发现左侧	46
有慢性支气管炎史	46
溴隐亭	46
起赘生物	46
全身皮肤黏膜	46
病后胃纳可	46
有肺结核病史	46
查性激素	46
出现阴道	46
霉素	46
夫妻分居	46
黄体酮治疗	46
宫颈机能不全	46
伴轻微头晕	46
流产一次	46
卧	46
急性支气管炎	46
否	46
静息	46
有流	46
气管插管	46
左眼红	46
有少许咳嗽	46
行同种异体肾移植术	46
可退	46
渐进	46
停留	46
下盆腔粘连松解	46
抗精子抗体	46
十天	45
夏季加重	45
否认有糖尿病	45
缝合	45
月经拖尾	45
散利	45
加深	45
小时前出现腹泻	45
此前曾见胎心	45
大便稍稀	45
基本好转	45
小时前再次	45
有阵发性	45
脘闷不舒	45
黄体酮催经	45
无昼夜	45
稍好	45
充填	45
进食后可稍缓解	45
对答	45
小腿皮疹伴瘙痒	45
自服保济丸	45
撞击	45
斑块	45
量较	45
后未见改善	45
思维	45
间有少量瘀块	45
蛋花汤杨	45
当地医院已经治疗	45
遂到我院就诊	45
发室性	45
扩大	45
成胚	45
指疼痛	45
自服中药后	45
无呕吐咖啡色	45
不敢咬物	45
呼吸急促	45
阴道炎治疗后复查	45
呼吸科住院治疗	45
患者三天前起	45
自觉左侧	45
中成药后	45
抗病毒治疗	45
眩	45
至今未避孕半年未孕	45
否认冠心病史	45
苄星青霉素	45
有腰椎间盘突出	45
关节炎病史	45
年前开始出现	45
萎缩	45
出现右	45
昨晚低热	45
至外院就诊	45
结肠炎史	45
天前病人出现咳嗽	45
双下肢疼痛	45
后症状可缓解	45
头部被人打伤	45
管搏动	45
均为进食后	45
无明显诱因出现左侧腰腹部疼痛	45
行药流	45
要求处理	45
降压药物	45
吃奶欠佳	45
坐位	45
患者于昨晚开始出现腹痛	45
内膜回声均匀	45
易呛奶	45
便秘溲赤	45
视力下降	45
结果不详	45
送我院就诊	45
伴视力下降	45
发现左上后牙疼痛	45
产一孩	45
近几个月	45
放散	45
促排卵受孕	45
反复出	45
现配偶	45
月经期延长	45
肝功异常	45
有里急后重	45
痛风症	45
听	45
自行停止	45
无咽干	44
下腹部隐痛	44
日间	44
搔抓	44
众生丸	44
支气舒张试验阴性	44
感觉疲倦入睡	44
下方	44
泛发	44
特殊处理	44
胎儿畸形	44
突眼	44
左下牙疼痛	44
自行外用药膏外涂	44
夭折	44
初为	44
向背部放射	44
芒果	44
半天前出现咳嗽	44
当时测血压	44
多种药物	44
脉细	44
抢救	44
消瘦明显	44
随诊	44
肢体不适	44
可见卵黄囊	44
伴饭后	44
月经周期缩短至	44
市斤	44
类风湿性关节炎	44
左上后牙松动	44
至本院	44
端	44
自然怀孕	44
胃内容	44
术后至今未避孕未孕	44
长期失眠	44
外阴赘生物	44
质硬	44
定处	44
伴头昏	44
在意	44
梅毒抗体阴性	44
脘闷	44
腹股沟部放射	44
拆线	44
对其	44
系统治疗中	44
健在	44
新发	44
今晚出现	44
厚	44
尿潴留	44
轻度贫血	44
验尿妊娠试验阳性	44
对乙酰氨基酚	44
饮食控制血糖	44
胁痛	44
分裂症	44
几	44
枚	44
蓝芩口服液	44
消化性溃疡病史	44
路人	44
因受凉	44
少弱精症	44
婴儿	44
到我院	44
症状稍有	44
有排尿	44
脉搏	44
痰白稀	44
曾在本院治疗	44
偶有轻咳	44
紧缩感	44
无肛门坠胀	44
伴有少许瘙痒	44
无口吐	44
翻身	44
转氨酶	44
烦热	44
号染色体	44
冒汗	44
周前起出现咳嗽	44
类似发作	44
肝功	44
欠均匀	44
呈持续性隐痛	44
激素三项示	44
有颈椎病病史	44
质稠	44
变色	44
无呛奶	44
效果一般	44
夜晚为甚	44
患者今天前开始出现咽痛	44
下壁心肌梗死	44
燥	44
试验阳性	44
破裂	43
右侧输卵管阻塞	43
区疼痛	43
来我院进一步诊治	43
步	43
局部皮肤	43
颈部起皮疹伴瘙痒	43
有优势卵泡生长	43
昨起皮疹	43
在当地医院	43
自服感冒通	43
注入几丁糖	43
说话	43
结构	43
物理治疗	43
癫痫史	43
电	43
血压最高	43
家属呼	43
伴咽喉疼痛	43
向双侧	43
病理结果	43
无呕咖啡样物	43
左侧耳	43
曾在外院予以	43
半天前病人出现头晕	43
背部肿物	43
昨天开始出现发热	43
发育异常	43
腰背部疼痛	43
饮用	43
四肢抖动	43
神志模糊	43
分钟后缓解	43
息	43
右膝疼痛	43
关闭不全	43
反复头	43
未系统治疗	43
觉上腹	43
少量白粘痰	43
药物后	43
伴肌肉酸痛及关节疼痛	43
囊泡	43
行宫颈	43
后可自行缓解	43
再入睡	43
疱	43
结婚同居	43
右上牙	43
普鲁卡因	43
宫颈癌细胞检查	43
着	43
等药	43
诊所	43
脑中	43
曾在外院诊断为	43
患者诉咽痛	43
色素	43
已治疗	43
分泌物呈白色粘稠	43
巨大	43
有慢支肺气	43
半月前开始出现咳嗽	43
皮肤出	43
发现左下后牙疼痛	43
中段	43
关节病	43
并伴	43
年前出现咳嗽	43
见皮疹	43
无呕吐胃	43
出现上腹	43
物残留	43
较为	43
精神食欲睡眠可	43
其妻	43
近日症状加重	43
烫	43
性激素六项	43
劳累睡眠时间	43
特灵	43
陈旧性	43
天来	43
走	43
在当地医院行	43
双附件未见异常	43
目	43
患者平素月经尚规则	43
无四肢乏力麻木	43
患儿昨晚起	43
小时前被人	43
小时前上述症状再发	43
右耳鸣	43
自服阿莫西林	43
甲状腺功能低下	43
成功	43
双侧精索静脉曲张	43
心房纤颤史	42
冬	42
相	42
感冒后出现	42
服药后症状较前	42
脐带绕颈	42
皮炎平霜	42
介入	42
全子宫切除术	42
两天前出现	42
发现右侧	42
车祸	42
间有咽痛	42
昨晚起上腹痛	42
出现阵发性疼痛	42
性癫痫	42
查血糖	42
黄白色粘稠状	42
都	42
于今	42
自服幸福伤风素	42
月经基本正常	42
月在外院就诊	42
中度贫血	42
初始	42
行药物治疗	42
慢阻肺病史	42
无昏厥	42
休息后或含服	42
下肢麻木	42
天开始出现	42
拒绝	42
输卵管阻塞	42
伴有呼	42
但仍反复	42
牵涉至	42
睾丸	42
社会因	42
食不香	42
有块	42
疼痛及吞咽困难	42
无明显诱因下躯干及双下肢皮肤出现风团样皮疹	42
无明显诱因出现饭后	42
未予以	42
旋	42
转移瘤	42
已服药	42
滴血	42
检查衣原体	42
双足趾间	42
来我院急诊就诊	42
卵巢囊肿剔除术	42
未行输卵管造影检查	42
颈部红斑	42
在我院行清宫术	42
入住	42
力擤鼻	42
可放射至背部	42
从化	42
因稽留流产	42
呕吐胃	42
粘连分离	42
唐氏	42
月经淋漓不	42
降支	42
搬重	42
短暂	42
并行	42
家人视病情	42
用护垫即可	42
双乳	42
右侧肾结石术后	42
面积	42
有肾结石	42
后未见明显改善	42
昨晚出现咳嗽	42
阴道镜检查	42
排泡沫样	42
有脑出血	42
日夜百服宁后	42
剔除术	42
为白痰	42
力等	42
甲泼尼龙	42
左侧卵巢巧克力囊肿	42
患者今日中午	42
左侧输卵管切开取胚术	42
不慎扭伤	42
之后出现	42
腹股沟放射	42
自然流产后	42
下移	42
排稀烂	42
双肩	42
左腰痛	41
并有畏寒	41
等药物后	41
惊悸	41
胃脘疼痛	41
僵硬	41
畸形精液	41
顶体酶活	41
鸡	41
未行相关检查	41
结合	41
故来就诊	41
后仍有	41
本院治疗	41
伴气短	41
菌	41
遇冷热	41
双侧输卵管造口	41
口腔粘膜	41
疤痕	41
曾有渗出	41
间为	41
小便短黄	41
延长	41
嵌塞	41
不能自止	41
精索静脉曲张	41
尿酸升高	41
今早再次	41
无明显诱因出现右侧腰腹部疼痛	41
患者于今早开始出现腹痛	41
自觉下腹	41
效果	41
完	41
患者仍有咳嗽	41
拒服药	41
近日出现	41
近一个月	41
痉挛	41
无厌油腻	41
患者数年前	41
夫妇	41
粘液血便	41
维持性	41
沫	41
糖浆	41
回声欠均匀	41
时叹息	41
病后遗症	41
前壁心肌梗死	41
极高危	41
呈逐渐加重	41
无鼻衄	41
段	41
向双臀部放射	41
伴肢体	41
口干喜饮	41
伴肛门坠胀感	41
番禺转诊	41
末次月经不详	41
发现右眼	41
急诊治疗过	41
既往有高血压史	41
前臂疼痛	41
无明显诱因出现右下腹疼痛	41
房颤病史	41
伴排稀烂便	41
但症状反复来诊	41
量不定	41
声重	41
昨晚加剧	41
牵拉样	41
病理报告	41
有高脂血症史	41
夜间有	41
肿晨僵状态	41
后枕部撞伤	41
月取环	41
患儿为	41
现仍有咳嗽	41
行药流术	41
精神倦	41
帕金森病史	41
大便黄	41
产后工具避孕	41
现头痛	41
后症状稍缓解	41
左腰部疼痛	41
无明显诱因下出现咽痛	41
及脐周	41
中度阻塞	40
过度	40
诉脐周	40
未见明显改善	40
异位	40
服中药治疗	40
女儿	40
保胎	40
一直未予系统治疗	40
射频消融术	40
可疑地贫	40
进一步检查	40
高危	40
痒数月	40
脉弦	40
轻度浮肿	40
必理通	40
慢性胆囊炎	40
左侧为主	40
牛奶	40
镜	40
要求拔	40
凉	40
擦	40
物后	40
四肢强直性	40
脑卒中	40
发现其	40
角弓反张	40
不完全	40
今日早上	40
长期留置尿管	40
无明显诱因出现脐周隐痛	40
征象	40
无肛门排气	40
规范产检	40
患者诉左耳	40
右腰	40
可减轻	40
大便稍硬	40
满	40
浅	40
红斑伴痒	40
开始出现头晕	40
自行来院急诊	40
一直服用	40
稀薄白色	40
眼分泌物多	40
伴有兴趣下降及意志活动力下降	40
咽癌放疗	40
同房后出现	40
休息后可好转	40
造影剂	40
伴有咽喉部	40
伴有呼之不应	40
行根管治疗	40
出现上腹部不适	40
始出现喛气	40
出现左	40
臀部着地	40
院行	40
腹腔镜下子宫肌瘤剔除术	40
重感	40
局部肿胀	40
恶露至今	40
腹部起皮疹	40
刺激性咳嗽	40
回吸	40
结扎术	40
食欲下降	40
小腿起皮疹	40
摔伤	40
无放射性	40
无遗小便	40
喝酒	40
脓点	40
周前开始出现咳嗽	40
冠状动脉缺血	40
白稀痰	40
服用优甲乐	40
最高体温度	40
派瑞松	40
小时前饮酒后出现	40
下腹部不适	40
数个	40
前开始出现咳嗽	40
患者要求检查	40
急性阑尾炎	40
妊娠残留	40
双目凝视	40
静注	40
游走性	40
叫	40
曲	40
颜面浮肿	40
复查宫颈情况	40
待排	40
无明显诱因出现左胁腹部阵发性绞痛	40
裂	40
下午始出现发热	40
试管婴儿	40
小指	40
喝	40
休克	40
患者昨天前出现头晕	40
阑尾切除术	40
两个	40
背部不适感	40
我院门诊	40
指导同房受孕	40
将	40
否认家族	40
我院输卵管造影	40
分析	40
足部	40
肌肉酸楚	40
无明显诱因出现上腹部不适	40
双侧腋下	40
间伴头痛	40
患儿晚起	40
活动时加剧	40
前列腺炎病史	40
洗澡时	40
间质	40
由于	40
易担忧	39
胃舒平	39
无含粘性	39
昨天开始出现畏寒	39
肺结核史	39
无明显诱因下突然双上肢及躯干皮肤出现散在	39
后枕	39
无明显昼夜	39
咳白色泡沫痰	39
高胆红	39
紫	39
第一胎	39
小时前感头晕	39
经治疗后症状好转	39
房颤史	39
自行包扎后	39
倒在地上	39
子宫直肠陷窝积液	39
保胎治疗	39
无伴咳痰	39
无伴言语不清	39
水疱渐增多	39
后自然流产	39
多巴胺	39
左侧下腹疼痛	39
性贫血	39
闭目	39
有少量阴道流血	39
今未解	39
患者于一周前	39
吸烟史	39
枕部	39
发现梅毒	39
枕后	39
上腹部不适感	39
患者缘于半天前	39
日夜	39
双上	39
大便调	39
医院诊断为	39
大片	39
稍增多	39
引产一次	39
有流鼻	39
今日到我院就诊	39
早搏史	39
闻及	39
快	39
由家属呼	39
不能自理	39
间有阵发性	39
膀胱癌复发	39
躯	39
服用阿司匹林	39
小球肾炎	39
患者既往月经不规则	39
前臂皮疹	39
小时前突感	39
偶有瘙痒	39
补佳乐	39
有高血脂	39
伴排	39
或着凉或疲劳	39
至当地诊所查血压升高	39
日晒	39
但遇诱因	39
鱼腥草	39
前牙松动数月	39
安排	39
咳黄绿色痰	39
自行外用药膏后	39
有甲亢	39
开始出血	39
既往月经周期	39
反复躯干	39
散在皮疹	39
染色体检查	39
体检发现梅毒	39
左腰	39
龋坏	39
胃肠功能紊乱史	39
阴茎皮疹	39
出现双下肢浮肿	39
冲洗	39
声唦	39
黄白粘痰	39
三叉神经	39
放射样	39
不适症状减轻	39
留置导尿管	39
外院就诊予	39
卧床时	39
阑尾	39
反复淋漓不净	39
肾内科住院	39
单胎妊娠	39
服用人工周期	39
主动脉	39
不均	39
其它不适	39
早上较多	39
过敏原	39
前牙龋坏	39
皮肤出现	39
脸色	39
盆腔炎病史	39
为黄脓痰	39
患者半天前觉头晕	39
调	39
受凉后出现发热	39
右下后牙牙龈肿痛	39
无返酸嗳气	39
乙肝病毒携带	39
行人工流产术	39
激光	39
见肢体沉重	39
但觉	39
夜眠可	39
其他不适	39
未避孕半年	39
太	39
规律服用	39
欠规则	39
血栓	39
右侧输卵管壶腹部	39
行剖腹	39
药物控制	39
透明	39
近端	39
患儿近	39
后症状稍好转	39
有所	39
大疾病史	39
歪斜	39
上环术	39
至今淋漓不尽	39
子宫内膜增生	39
诱因出现咳嗽咯黄痰	39
小便黄赤	39
可于数小时	39
输卵管通畅	39
用黄体酮	39
天前起出现咳嗽咯黄	39
行走时加重	39
新生物	38
昨日出现咳嗽	38
小时前开始出现头痛	38
药物催经	38
以睡眠维持性	38
休息后可以	38
无明显诱因下开始	38
外耳道	38
收经	38
视病重呼车接回我院	38
酒后	38
持续时间短	38
龙	38
无明显诱因下出现双侧	38
进食后加重	38
要求输卵管造影	38
洗头	38
顺产一女	38
胀满拒按	38
沉及	38
食物后	38
体识别	38
有头	38
胸片未见异常	38
半年来	38
量阴道流血	38
增粗	38
曾于我院就诊	38
半天前开始	38
胸闷不舒	38
子宫内膜息肉样增生	38
体位变化	38
因饮食不慎致	38
无伴气短	38
初时	38
夏季	38
阴道少许暗红色	38
为黄涕	38
双耳疼痛	38
流产后复查	38
伴伸长感	38
周前起出现咳嗽咯黄粘痰	38
昨天开始阵发性咳嗽	38
小腿外侧	38
布	38
患者要求拔除	38
头孢治疗	38
视网膜病变	38
右下腹隐痛	38
无咽部不适	38
诊刮送检	38
因子	38
左上牙	38
蛋花汤样便	38
大腿外侧	38
单角子宫	38
轻度盆腔粘连	38
收缩压	38
间咳嗽咯黄痰	38
主要	38
爱	38
性梅毒	38
前区翳痛	38
腹股沟红斑	38
患者半小时前被	38
学	38
种	38
无昏迷及	38
右侧头痛	38
出车送我院	38
房事	38
踝关节	38
胸背起群集性	38
红色分泌物	38
无发作	38
